y,x,entity,time
-7.9526184751438205,0.3738403460967995,0,0
-6.124386267188276,-0.5508961601173872,0,1
-4.108253140518673,1.5243542652657573,0,2
-4.8390496453418645,0.9046748155340838,0,3
-6.145121729987758,-0.5829191085281287,0,4
-6.044846033446799,0.5898814591247965,0,5
-7.594489507527152,-1.9091870148396284,0,6
-4.125301897355665,0.6879734626164775,0,7
-7.321561919589742,-0.7502975715075832,0,8
-5.296229006217726,-0.06466520072722119,1,0
-5.242128802657084,-0.048149032618998604,1,1
-4.718526578549779,-0.03301322989290394,1,2
-3.74911414775338,0.8742726793288454,1,3
-4.863772313399156,-0.1431870551112049,1,4
-6.068443681320413,-0.6132937916772637,1,5
-6.767585329068459,-0.4657930149785861,1,6
-4.628912027683726,0.22096316584067902,1,7
-4.3473115717699145,0.6842924943964146,1,8
-4.5228931333291404,0.8827781172756501,1,9
-1.32730120862845,-0.9412102648745404,2,0
-1.6854392047190951,-0.7671992098078239,2,1
1.945309419410294,1.0773224987778576,2,2
-2.2059049496253604,-0.7668283852938683,2,3
-0.18124705827322946,0.4227384460311255,2,4
0.40463384740317254,1.7176932396865656,2,5
-1.731280708158327,1.4190216901095083,2,6
2.5444517450160293,2.0212233120815246,2,7
-0.3215334141618883,0.3692874215926464,3,0
-0.13905041608692414,0.06090916304002761,3,1
-0.7395370622636581,-0.057880963646606436,3,2
-4.925064250931019,-1.7021242817947693,3,3
1.1035667879310151,1.1227890863313505,3,4
-0.26097724037786585,0.2327350941635979,3,5
-2.674442078457636,0.22168235104599437,3,6
-0.9962052933013623,-0.3178598495488926,3,7
0.4770543639549763,-1.4444309722861794,4,0
0.2222030886374008,-1.2968408657667585,4,1
0.4640952871770534,-0.6012130087358948,4,2
2.7680333704728484,0.7120659792533391,4,3
4.486699320590854,1.1849231793864177,4,4
2.2785209043233583,-0.9051913403584115,4,5
0.7738914880337789,-1.3668201753112919,4,6
-4.0703377835345735,-1.1813840558839224,5,0
-2.976281485568703,0.023886495650386544,5,1
-2.9477175459540055,-0.6893708284111576,5,2
-1.8073789591948592,0.603769725560626,5,3
-0.9230970285170645,0.3021251592111376,5,4
-2.2662338120245225,0.0700994030356849,5,5
4.620555753643705,1.9970874243525165,6,0
1.2755553476633632,-0.22660483917193996,6,1
2.231149341389136,0.5472739666758439,6,2
0.10931640745509795,-0.05378208405746563,6,3
1.8347465963767133,0.5930052263136143,6,4
2.40102610462794,0.9810198671830904,6,5
-1.088887980109624,-0.30023929085371603,6,6
0.6164470229677528,-0.44984923360011747,6,7
1.1251893851559942,0.14036491388790037,6,8
3.518624908560631,0.4775954820384735,7,0
1.9698533522073842,0.37334853533030127,7,1
-0.6039400061601758,-0.4030799632293011,7,2
-0.10157032169025271,-0.11741288308925257,7,3
1.068202366324403,-0.20154376029963048,7,4
0.5507036005513143,1.4465005618806486,8,0
-2.5831081929644455,-0.46559821204416746,8,1
-1.5394071803279972,-0.07392778514653141,8,2
-4.72268398605237,-1.6636674780959975,8,3
-0.8619697467943211,1.0057544955816786,8,4
1.8650593006432628,-0.7850911499228852,9,0
3.701561911259552,-0.35467343358143955,9,1
4.403685876813639,0.8869052340383783,9,2
2.9369926126877863,-0.6666137215326607,9,3
3.503841607357188,-0.03485210098236394,9,4
3.0730667495299984,0.135071778106296,10,0
1.9587929822965058,0.13921323747933514,10,1
-2.592119043630537,-2.3909701715086182,10,2
5.611422989873875,1.566012807374227,10,3
2.2157646840786325,0.9050247693561387,10,4
2.2304229732246554,-0.1739027987078643,10,5
-1.6315522847396267,-1.0201511151999092,10,6
1.0782109438540957,-0.3625178321459854,10,7
6.923433748552243,-0.13168131344306017,11,0
7.322160631733192,-0.09473074867825144,11,1
5.099076794628979,-0.4445168681780831,11,2
7.738844561139298,-0.08741725830765879,11,3
6.538594654687788,-0.4996361431087003,11,4
8.274989918478424,0.09272695444753179,11,5
8.778368384937812,1.1729934722768773,11,6
3.271325280655776,1.4551299310406738,12,0
3.542085716980707,-0.2578805782859458,12,1
4.022606354382289,1.5602967582410108,12,2
1.5697808383840222,-0.6337689798200975,12,3
2.429082368678319,0.7386792654313904,12,4
-0.9067195338118299,-1.3764010713133148,12,5
2.9373097965081345,-0.14162665648250208,12,6
0.5194967071435813,-0.9517912974868526,12,7
0.7447762689201409,-1.4456122430897627,13,0
2.492546469510298,0.20993701103173934,13,1
1.3407112436787638,-0.7805696315112656,13,2
3.2491340743997528,0.18461966830676277,13,3
0.6266495209768888,-1.2736660549215932,13,4
-5.604780060759843,-0.17329970522683316,14,0
-4.879979761414219,0.41452260032287436,14,1
-3.8174044942416767,-0.46771597821719046,14,2
-4.880387216392484,-0.3210729589564284,14,3
-5.010113512868704,-0.6250670131736743,14,4
-6.8461744947944485,-1.159583371596516,14,5
-3.3329713784551926,0.81863572790021,14,6
-6.910327672908455,-1.1735933262406526,15,0
-0.7273378931801413,1.4969342223288593,15,1
-5.542508887935468,-0.15788820758314198,15,2
-6.612938502550418,-0.6711225999725499,15,3
-3.139681490347994,0.20747000876497373,15,4
-3.262459974239454,1.2950842004868672,15,5
-6.095179847439781,-1.0842336190637323,15,6
-3.2487891303038987,-0.06490874636963863,15,7
-0.17351589054520622,-0.013484169467362968,16,0
3.8275118864817688,1.3288258307319318,16,1
1.1210375159492298,-0.7518899589131228,16,2
-2.6143914209483876,-1.761882093601602,16,3
2.2941773516389854,0.3451527312969311,16,4
-1.3040986653637097,-1.0290787850316503,16,5
0.10524376469466251,-0.32516699787158393,16,6
0.6063853712667551,1.250615357780429,17,0
-0.6132407746796837,-0.02242935402885961,17,1
-1.4141240622875229,-0.8164634015918271,17,2
-0.3670545481209805,-0.1028565570342532,17,3
-2.8235799958431627,-0.8061789407109775,17,4
-0.18190528359931768,0.8639253244774856,17,5
-0.8283382092686566,-0.6698990594459865,17,6
-1.7146913152013612,-0.1876512827308081,17,7
-2.5281446934940925,-0.8656655532972461,17,8
-2.7184644242150986,-1.2172096558703578,18,0
-4.618136897521154,-1.4745573583423293,18,1
1.5497043638465808,1.5984414189204201,18,2
2.247429995353072,1.4293304621478646,18,3
-0.7976101245158981,-0.3723360767469482,18,4
-1.2815046762756366,-0.03789480559458026,18,5
-1.2232650943146188,0.36963624138726703,18,6
-2.2700033476217865,-1.0060290810203854,18,7
-1.2755530652998075,-0.882104843669913,19,0
-0.8671364568643636,0.30450924022524234,19,1
-2.338825785153457,-0.5888156813581071,19,2
-1.45090021340711,-1.10313115526707,19,3
-0.7745790742277847,0.14711387143778867,19,4
1.4172784257553348,1.3358790327713288,19,5
1.754120518881846,1.4257571906788868,19,6
-1.275412176194351,0.2515741353598433,19,7
0.17110251644807017,0.8692229934509519,19,8
-1.066291432866672,0.36943222826443994,20,0
-2.6892592486231495,-0.9021604738290218,20,1
-2.5204650102629618,-1.5014111924363147,20,2
-2.5600361441916206,-0.5730232020567113,20,3
-0.4884056736053219,0.6707595334750949,20,4
-2.533749127104719,0.38233061482349096,21,0
1.1594224583174477,1.9033733786138285,21,1
-2.664992578803166,0.2690790715678053,21,2
-4.816581397979485,-0.3375853780116295,21,3
-1.7811190771988394,-0.5556531231686322,21,4
-0.5608027524751655,1.2636467154712516,21,5
-1.1453255421790312,1.3023806270952347,21,6
-2.6326976969032674,-0.44512248068532895,21,7
-4.107240939971602,-0.4850320742847806,22,0
-1.5765070848588687,0.6453879678885487,22,1
-6.192059540032108,-1.1658854583864033,22,2
-3.1506635055035312,-0.6917256535819926,22,3
-4.634252243358938,0.10559133549961205,22,4
-0.8457904249615215,1.219741483721787,22,5
-1.4489427859351354,0.4092117036663009,23,0
-0.2695515196607605,0.1586795779878795,23,1
-2.3391669718199384,0.661909036863211,23,2
-2.505045547956713,-0.8748984877327475,23,3
0.20244044844797027,1.1484042517009152,23,4
0.46507899422981747,0.5517954413384144,23,5
-1.3754165814229773,0.33797683840823134,23,6
-0.31404777801362616,0.6076405644403313,23,7
-2.977852302471802,-0.6624660270968754,23,8
0.4531107817425534,1.4375257409166282,24,0
-2.2409770213398352,0.09535918068114373,24,1
-3.4074670394655815,-0.17111361012852638,24,2
-4.4121686530184085,-1.3326887277933792,24,3
-3.0542352755727133,-0.9185293400773303,24,4
3.0604904717878494,2.7601994897815496,24,5
-2.3347368588313357,0.27304477980691766,24,6
-1.367366713745986,1.494523190896169,24,7
1.4006572501102785,2.0355536536770362,24,8
-0.9211943473104776,0.45397433632144624,25,0
1.6600810590914876,1.814315415455929,25,1
-1.854788676942486,-0.12967498803287703,25,2
-1.6901197202837164,-0.32229970602665425,25,3
-3.1234508405627377,-0.625925724399645,25,4
0.3941221749384256,0.18977830971819679,25,5
0.8959947057322193,0.7613299069195038,25,6
-1.1118918726984721,0.5027224073605263,25,7
3.578001927439514,1.9778302284437064,25,8
-0.7321125934499326,0.7489447668226233,25,9
-1.1886224604455111,-1.3807473390780314,26,0
1.7103509824468972,0.14310385412296023,26,1
0.9901400780569903,-0.4719349786793444,26,2
1.0612529123544463,-0.47026644006756285,26,3
0.26492696227669144,-0.2850398172505216,26,4
1.870348640424711,0.3433567851918551,26,5
0.7937221123004009,0.1520822870957432,26,6
-2.5306609895855363,-1.3778148321347783,26,7
-0.8615473305205688,0.04048312482860628,27,0
-3.4952266971855965,-1.7597020581225284,27,1
-2.7011303583426844,-0.7650219576399261,27,2
0.30285744878913734,0.47043218649550395,27,3
-3.8157623366151037,-1.2714692765056421,27,4
-1.5242774560342474,-0.006985629865911374,27,5
-3.6565361776412546,0.07499639696663563,28,0
-3.725119432973176,0.3711232105411546,28,1
-3.8155714438250365,-0.5025293204234077,28,2
-4.373789481889763,-0.14454711176483703,28,3
-4.773162351586976,0.3589512739059847,28,4
-4.130023328932642,-0.22376284716143247,28,5
-6.486365290159652,-1.007029892329901,28,6
-5.1016757726370665,-0.7109600925447034,28,7
-3.03940554781653,0.5105487569922477,28,8
-2.95088896183622,0.04913617265517348,28,9
-3.8682936957715626,-0.5493081712616994,29,0
-3.6197320183947705,-1.4389269575321313,29,1
0.9842091710537945,1.1965296440482154,29,2
-0.9244331505472082,-0.27010460748656906,29,3
1.0216041428563147,1.4516154489985096,29,4
-2.9091483074331923,-0.38790165709985264,29,5
-2.072982016097266,0.09113276770448663,29,6
0.324878639850719,0.9635107346846647,29,7
-0.1143703003221066,0.43449908062503995,30,0
-0.9494896623728625,1.0143307887737683,30,1
1.7044728118338717,1.0637911934684572,30,2
-3.1576243409084785,-1.708254857215839,30,3
-1.9342870982892322,-0.42554973908651156,30,4
-1.3219810687679636,0.10686109018097757,30,5
-1.9953182801524685,0.41047252899619796,30,6
0.3186085839834423,0.6883141070907638,30,7
-0.9971642820427874,-0.26700624862735656,30,8
-3.6908713484549267,-2.0329603404174588,31,0
0.6214248443960773,0.44891027118480514,31,1
0.04030093746361818,0.38247119325367995,31,2
0.6955650868166183,1.5282916678860614,31,3
-1.7387504006792067,0.20088545408444386,31,4
0.6650004388908127,1.1582156409040685,31,5
-1.4813103558122478,-0.048692062174710955,31,6
-3.2025605635821006,-0.7452434507055763,31,7
-0.8388034590940986,0.3623497713113872,31,8
-0.7283781405910228,0.2524390917427999,31,9
2.42917895137608,0.4339790804589872,32,0
2.594516280778543,0.5912593135322812,32,1
3.726329338323185,1.4357881560532555,32,2
2.7689537779865994,0.6313865515054462,32,3
1.0914892536215102,-0.9990326451114961,32,4
1.9447692853174288,-0.34204792487325586,32,5
