y,x,entity
-0.14979755299097663,1.345213435615089,0
-5.411234689031009,-2.068464662631953,0
-1.9990041940116028,-1.2717700657705977,0
0.8816862713979047,0.5570365478847987,0
1.3923978816788871,1.9960724874384461,0
-0.15060949362699183,1.1746923512077623,0
-2.8755399697019386,-1.4020662950155467,0
-2.3219149198578988,1.194237477333763,0
-5.744092588930952,0.3995784676863557,1
-3.1963861877550483,0.7268578137631878,1
-2.179183187297162,0.4360520544156333,1
-5.60909810632321,-0.4557918579609705,1
-4.2453652205101475,0.044778540945156556,1
-7.140576814090431,-0.9505405704145365,1
-4.073866532326856,0.20054206382054043,1
-4.503109103722507,-0.49950631690565356,1
1.384662330324175,1.0034511269950297,2
3.063672925477325,2.0587207574327597,2
1.8831317191108785,0.2764297306449277,2
0.9083498222570418,1.0137427043856337,2
1.705574319967697,1.0389968999954864,2
1.5990018942659072,-0.1401288095062716,2
-2.3249769285295945,-1.0939739184255872,2
-1.4577276502775336,0.0477120817070616,2
1.1157455190746743,-0.7512527209767786,3
-0.5597468535578285,-0.13461587183431067,3
1.5080144178097301,0.12001421221153022,3
2.4070608731415417,0.8082133616160514,3
-0.5915188624127938,-0.6096749277091092,3
-2.1223338580728592,-0.583357126757346,3
-2.9257270338130263,-1.7374700046939935,3
3.6701239726976667,1.55526279064538,3
1.8670052774940857,-0.7185418135592003,4
5.12609112480293,0.34180399135301376,4
4.693607347815251,0.4293817306902449,4
1.208827576746091,-1.5318736986023278,4
4.843938241696716,0.4626992947026676,4
4.930666038767293,0.8707873585061765,4
5.124366572244565,0.7790104138059967,4
3.894103669284297,0.545545282739082,4
-1.7985578381635072,-0.3475043260301506,5
-1.362357329880775,-0.20031243287187944,5
-0.9465295299075616,0.31912789398553526,5
-4.5605689395954485,-1.7447686757303493,5
-2.541676081411197,-1.5599815220101099,5
2.7877883944621926,2.1756653635706624,5
-1.2892419046292276,0.16756317174208993,5
-4.507587443109916,-0.6732409048285861,5
2.461171968676348,0.4204925008865458,6
1.247134920198178,0.45624366609129485,6
3.989005097441336,1.3107538136195303,6
-0.430746094169426,-0.03416290810840924,6
2.2182707466796847,1.3444200762723322,6
1.5162464858103673,0.8734060385316185,6
-0.7392571872877682,-0.6274766081674891,6
0.8631046216759048,0.4959467239523105,6
-3.0678342793076574,-1.191142359568079,7
1.6992914517611286,0.6131018823178119,7
-0.057993284975743964,-0.7013188052515836,7
-0.2369275997029212,-0.2481619089726658,7
1.0359643077161016,-0.04982691183293796,7
-1.6958299963350638,0.08087413482789615,7
1.5732715524253988,-0.23776234012715988,7
4.792096785254855,1.7229896086329344,7
3.8766857184363834,0.24251651597829676,8
3.223466442051465,0.052813410427427106,8
-0.9599456407606317,-1.5051273769071736,8
3.402314503861694,0.7764555406656666,8
2.375100628325735,-0.04131790150388325,8
1.396459808685201,-0.3265419747628465,8
2.8393614669613054,-0.39957892466372036,8
2.1353294305089503,-0.5455552279023106,8
4.545756796397376,0.6437023666335918,9
3.136231857219601,-0.7271293025816754,9
4.1217645987026,0.10737690725562901,9
4.841765023262421,0.7753211799266381,9
2.162033652120362,-1.0613874386280018,9
7.897470840216319,1.71315698957708,9
2.6273878117343954,-0.7048934696712674,9
5.341286411665925,1.424253337447313,9
1.4287191317348351,-0.6110714685500682,10
0.17170705651991458,0.253438001221866,10
1.2736247657862942,-0.0313891971713464,10
-0.09722629033690156,-0.21975232494760824,10
-0.9631900906701761,-1.518699004419522,10
0.5758804980450074,0.29083946927414084,10
-0.6251177290334544,-0.8550289691267228,10
0.29597105172651694,-0.121636210680239,10
-1.629745352203023,0.33010793942138,11
-0.36526995463545864,0.02903481231828963,11
-1.014351744728852,-0.11941988704347561,11
-3.0362493460226747,-0.2832795070222925,11
-0.2041366954412629,1.6485546705882301,11
-4.824599738432711,-1.6073454961967286,11
-3.3106587081434466,-2.21587159805843,11
-2.9254356236118744,-1.5024410867573534,11
-4.18942193428151,-1.7598704436236017,12
-1.6079521634501641,-0.19480386337834862,12
-0.22309543652634456,0.27482443635128057,12
-0.5536121193627767,0.04554480556212813,12
-2.018593179346858,-0.5108427217845984,12
-1.6050435002962022,-0.882051017564101,12
-3.030738255298178,-1.611977735716815,12
-2.5946578038880768,-0.8253012028318956,12
-1.939644955566392,-2.042710104931662,13
1.1788250848500845,-0.4167371230177954,13
1.7029394884453775,0.1446735360049748,13
3.307963207562725,0.8024765760639595,13
0.45077019636905885,-0.8245573004294038,13
3.3180648338784255,0.18467870886701906,13
0.4106507117099592,-0.8451924351503163,13
-0.864430725380758,-1.1879424167228412,13
-2.2787514975058842,1.3615653679346775,14
-4.963827049560488,0.03496401272605111,14
-3.861757437166046,0.3976197683681018,14
-8.632927258044665,-3.11122266504906,14
-5.221319472775855,-0.8227076992528783,14
-2.1906977418597076,0.2555253695995539,14
-3.165112027963479,0.36055016868593565,14
-2.0474655738471403,1.8354093964024025,14
-1.7408865635656283,-0.21858516267297384,15
-3.1179145271685718,-2.4903933333885804,15
1.483881763384833,0.10169483381370391,15
0.7459940213325015,0.7413874755668698,15
1.3738196620328258,0.38332022337494104,15
-0.000293140454658114,-0.6665209797049038,15
