y,x,z,entity
-0.7382338764851022,-0.23453865910298083,1.1751066225492883,0
-1.5316997483319896,-0.7522086046731619,1.1751066225492883,0
-1.007513711955615,-0.5948829315120566,1.1751066225492883,0
1.903297884351236,1.5455112116810512,1.1751066225492883,0
-1.9369282310643932,-0.6641678542418878,1.1751066225492883,0
3.2471752310166853,1.8170857328363512,1.1751066225492883,0
-2.6858016615030733,-1.1311514394201347,1.1751066225492883,0
-3.0524422230291743,-1.074237199752159,1.1751066225492883,0
-4.22587635842697,-1.7112822261199194,0.6951795680391245,1
-0.06767063405361842,0.20952504343339415,0.6951795680391245,1
1.0347914754593375,0.7267528939387409,0.6951795680391245,1
-2.7517347401709156,-1.3342919458325042,0.6951795680391245,1
-2.090643376046684,-1.3829299492914335,0.6951795680391245,1
2.089385067783306,0.9230337539616047,0.6951795680391245,1
-0.9369287014758544,-0.20648195685956827,0.6951795680391245,1
-2.316604797330234,-1.0431744758434909,0.6951795680391245,1
-1.442051661206428,0.025500693735958774,-1.4962766681692754,2
0.1058265600698729,0.5812897288556987,-1.4962766681692754,2
0.7461570726772347,0.7983066297271416,-1.4962766681692754,2
-1.6879961680290387,-0.0051095860855157405,-1.4962766681692754,2
-2.730312825422062,-1.316320579144464,-1.4962766681692754,2
-1.225255074800295,-0.0934428215377771,-1.4962766681692754,2
-0.4221840057938913,0.3653769892842683,-1.4962766681692754,2
-2.376198399890473,-0.9434964532775915,-1.4962766681692754,2
2.4996212426758273,1.1618328718820758,-0.674995220132073,3
2.0124071341133813,1.0926224729652778,-0.674995220132073,3
-2.9499670664758226,-1.2321883522911736,-0.674995220132073,3
0.14953578602301593,-0.021504506234855607,-0.674995220132073,3
-2.816822618153129,-1.3442313302277227,-0.674995220132073,3
-0.7653611663800166,0.03964834638942732,-0.674995220132073,3
-2.4690269766666066,-1.3321962723009348,-0.674995220132073,3
-3.6990015181953337,-1.7058126609516513,-0.674995220132073,3
-1.6022062218058086,-0.9022541966410199,-0.7233950939687898,4
3.1241316675732915,1.4271566383121497,-0.7233950939687898,4
2.8954485090030952,1.4636276322460906,-0.7233950939687898,4
