y,x,z1,z2
1.5980714904041466,-0.06068978579735412,-1.0824331575541233,1.0029604399260112
-1.0372963870393082,-1.5939287452363171,1.2089992084594667,-1.1314599684159392
4.182349210493843,2.1788286229870346,-1.400975393477878,0.0451532684103413
-0.9430701678338778,-0.5390349755943907,0.8624455328405365,-0.4528400681526406
2.976596877746147,1.2430392261914274,1.0630975385118444,1.7670647350871584
3.418974791971971,0.42446112192693997,-0.24134909358816486,-0.8982727955150245
-1.5924247122108903,-2.1377482133198042,-0.7551962728265718,-1.8107828339729937
0.9466999183480642,0.7068539724580325,1.0844370620741832,-1.4335193695852482
4.379767297376267,1.054427068279291,0.6614558044828742,-0.2749955428582352
1.1737231637591192,0.05927781804205262,-0.6650667879343625,0.14685546185458806
2.486467001560911,-0.07647963412161096,-0.861821010021769,-0.06344854948781006
-0.9566947101122892,-1.061871308801879,0.15109705822771735,0.7188710373917833
5.581809559908531,1.6231912358313632,-0.4001038521504355,-1.0070861754927323
-1.9223478898642643,-1.8489161569563406,-0.2768475833809474,-0.3598895183606144
-3.139790850677265,-2.4555525437288415,-1.3059189241608589,-1.3159963380076452
-1.7533867973947315,-2.0370913446659964,-0.7409288348074926,-0.8402837914764859
3.9241718820944524,1.7637698870339962,0.6659317207965171,-0.8386707953627816
-0.5606735170799622,-0.7174335574884441,-0.3753966589207486,-1.367058523926357
1.4202746564621191,-0.6010879250972301,-0.6867266897205155,1.4012296770705732
-1.6342815140667442,-1.1825931163030476,-0.1514504107783469,0.41910659243936405
1.8734682419373474,0.5853992753224262,1.3196392626511664,-1.1615898453728433
-2.2391475292945278,-1.5145143544735538,-0.0766230888274693,0.3535579087671244
1.292530848858856,-0.5424637439355927,-0.20752386162970918,-0.40845658155244924
1.0400162161364601,0.7091313666039202,2.2102756752421615,0.5898826260464413
2.7040813403659323,0.6703017907058779,-0.4524138533929641,1.0393738981611829
2.4737906287143465,0.6071719266823301,0.6705070009722166,-1.1036314211394127
2.7087342279270463,1.1982266830955057,0.5565396347395895,-0.19020396101104567
2.5906920023346496,1.1916711445331578,-0.3864227558345185,-0.38504023728397857
0.4666266828475889,-0.3478948363092823,-0.7629103663336534,-0.31428142320173624
0.7641464021205953,-0.7184758074957645,0.13903502844595983,-1.166135946377199
