y,x,z
5.426194899307708,2.1481896143787123,-0.76808429745681
-2.307158186341211,-1.3732288396382368,-0.4463553118383933
-1.8201334607065491,-1.3702595941444178,-0.8744560690443673
0.5905091861260077,0.4355701397990288,0.23578600264962815
-2.4778919961839514,-1.495578395177771,-0.6771601044666223
-3.1778590925226426,-2.4173709459635058,1.6242620065837292
1.2719576821658238,-0.0725721062116551,-1.0485020157168248
-1.2444925290925244,-1.0463823392902047,-1.0099472557326485
-0.2903664366034889,-0.7140669176556178,-1.3173105938137892
3.0968303908092483,1.1343619987544384,0.40171544846691687
0.898518176032395,-0.1820939547944126,-1.1644696760395856
0.0975157502426075,-0.5397310364567064,1.066978991508556
2.114436918515355,0.12416380014342882,-0.7868039840283123
-3.575271992741422,-2.143418184173542,0.7422893917859269
0.38020578646363223,-0.31183298333829523,1.9228952809365258
5.941004366850764,2.551568399977818,-0.7793734846873691
3.582278505117894,1.0545916580311687,-3.10907415659312
-0.7711523171087669,-1.6694913741934987,0.6399950567945963
-1.8645956391987513,-1.0154229598043534,0.6385226774977728
0.7208771614325723,-0.6332009124017896,-0.05568238701571995
1.4822876297538417,0.3500769139545401,0.0069359011015858165
-0.9948600876298148,-0.7564750356972492,1.1797411923315266
3.8079044776417685,1.07083377057571,-1.6352993239622202
-0.04589815254423189,-0.11457129726246107,-0.029529506569362582
-0.2615093481603795,-1.0080883358403543,1.831822138962641
0.7453151816468098,-0.32627983827566104,-0.5705933088526377
2.55078218060179,0.7439385105671646,-0.0670280481215882
0.6588415382390652,-0.1893417695200732,-0.09610106602308185
6.4117291188038985,2.590783394357986,1.0573250006708752
-2.433290991320032,-1.3626400664414287,-1.5994330911202996
2.879035757421779,1.007049150062749,-0.3881387871039483
3.0693412164265244,1.3201444010800638,0.8670121452044153
-1.3806466659435919,-1.2774583429319633,1.2799783674050536
-0.961095078643166,-1.3171003740495855,-1.149802185073756
-2.1194798989343258,-1.0622464844315433,0.4529859241180459
0.10280627854736069,-0.9795655186532826,-0.18128846739698695
0.7489809544601618,-0.43673334992224144,0.4449680373002139
4.138619685822164,1.6240493157692546,1.5374353696891636
-1.4340012212158775,-0.3879297282868588,-1.5098232155470956
2.1851234679815006,0.20337829432108673,-0.8264989488340735
0.6056716815820625,0.23893472978736124,-0.2739732285547891
-1.6525606878465724,-0.8667208019162818,-2.063222017253628
-0.03520953751328321,-0.06550486379739218,-1.7275410617177758
0.28583428111230447,-0.7869256363037138,-0.21293432478350657
5.72055905924947,2.814336473306015,0.6350574526324398
1.8292965501987892,0.1075199332256482,0.16860484534519907
0.7372296453664747,-0.25860255799542353,-0.4558208418722866
1.8324883869203885,-0.09698375524584496,0.034654078705243056
1.416485068040132,0.4358006570990087,0.5183311119358358
0.9094633704635514,-0.374800368089277,0.4310168375872001
1.457165423156265,0.4010060033293309,-1.425774962595936
-5.443667686819538,-2.6103418306605857,-1.5273124150970196
-0.23224615288327033,-0.6080552653943855,0.8764908375963447
-1.3433166266906393,-1.5041237383140489,-1.7157257970011348
1.1161578721919112,0.4326262972804307,0.919079184096093
0.029372364703426856,-0.7833218019225171,0.6639549267776932
1.1932011735408845,0.43030465548786023,-0.6868042386508736
1.0627254126311148,-0.1311970583276248,0.10404825078988718
1.2703128645180077,-0.07142875384978539,0.6639299730934423
0.4505785943228816,-0.3099265319043705,-0.3509460357663586
2.6450211715782945,1.1311306189167873,-0.7885916749126911
0.1419142346176399,-0.45019864366679285,0.6635732003553702
-1.7984667016852718,-1.6888377449016916,0.5814564055976156
1.6138288439258377,0.43188707094463297,1.088523652981407
0.25873480644777574,0.07214897095456474,-1.0334465467812854
2.830403284528935,1.2014822768070943,0.33171745758588783
0.8966536947777399,0.11491553434726517,-0.011058025444819083
0.1667826008677437,-0.45954932028992723,0.9738094592721931
-0.22712291242302707,0.24421798548970186,-0.3005127454139966
-2.60244855279451,-1.8662126139467519,-1.046964515349137
1.56950190567123,0.1478053128986197,0.3189390076507788
3.5379102900896684,0.7710423656891852,-1.6940199266570848
-0.1734736413370037,-0.44891466890446696,-1.006630038900292
1.180542995635805,0.14355718358635233,-0.1809437524013993
-0.1848434108747518,-0.31872844558677743,1.1615186599046565
-2.520338110386709,-1.541768103085904,-1.4402574865307864
