y,x,w,z,g
4.457332014727316,1.7568572829960192,-1.379269766179649,0.12550348428007557,1
-3.2429432575758304,-1.9990627491095703,-0.4136671196740382,-1.2712778816781243,1
2.45425244876785,0.09851094578254593,1.6726382028050917,0.12281714889975107,1
-2.985053080784633,-1.379559296015096,-0.4648360888694616,-0.2830525584068503,1
1.1160520097743143,0.73411519589214,-1.0750961402936723,1.010168697777579,1
3.8552737620452984,0.8156009435658165,1.169549895242718,0.7204261929028776,1
3.4267164730149076,1.30849776582319,0.046617832911226655,0.7125150428863457,2
-3.7751929153963135,-2.1097941321288274,-0.2165551447218864,0.3292354792562584,2
-1.0647411933703272,-0.4889731310288795,-0.9174584284717985,-0.14141542582420535,2
0.8840792864749407,-0.787697123271343,0.6747164601613193,-1.3174427741251322,2
3.8780752701840275,0.6415314573963742,1.8401828730818643,-0.8519360745921543,2
-4.575005411426154,-2.6716713806827355,-0.46325641989183225,-0.3030035138841823,2
0.9436284412556027,0.6084434516153827,-1.4647874762106556,1.9963179866462208,3
-4.167638243351502,-1.9396155152351953,-0.4253696594781662,0.29007860224862875,3
0.3945680932582177,-0.9819835937777647,1.1621307504669733,-0.6071989904112454,3
0.32041713095267155,-0.219635033102134,1.230450246710513,1.9577188554636302,3
2.652526262373062,0.8328322085173447,-1.2203107859000237,0.9112783751669188,3
6.434091780269348,2.359093918535618,1.3900297453022832,0.8161217471156711,3
5.199479267316569,1.866234322421442,1.0616893030406682,-0.06130070265854111,4
2.450756572362196,0.5428737857921131,-0.15713583957750893,-0.5856629902508713,4
1.2391059545605296,0.04702718960772567,0.4860582813581725,0.6071463313763443,4
2.942554719094995,0.657239825093562,1.3289393865614558,1.8454340744878923,4
-3.8173985592008317,-1.8551168030965477,-0.49924965189827675,-0.8060097319378093,4
7.524063723116458,1.9382023867694005,1.5777247517022697,-0.1504039709710223,4
-0.033912715993433984,-0.4068555569636358,-0.49678297902422225,-0.16724893006942926,5
0.17494727343299354,-0.230708168397247,-0.34819965332561,0.9909598614374244,5
-6.4936383246173826,-2.4532927877602058,-1.7546148040016907,-0.12326222640758494,5
5.233206387467788,1.9757516432404365,0.3173695727617632,1.0577651617637431,5
0.684276470028133,-0.17765470295162772,-1.5955807795524253,-1.281669846861325,5
-1.2399878305874723,-1.1214989581061925,-0.4605022587274776,-0.8123548519343569,5
7.223275945337052,2.5008216154076783,0.06675734043245479,0.9253103029623123,6
-4.712179493913215,-2.825836499746309,-1.2606165734049126,-1.637677988369391,6
-3.4345119758080855,-0.9581647418685084,-1.5401678180268543,-0.048093865420613,6
-3.6586036013040015,-1.5748514463543333,0.25787647578574835,1.054589904772071,6
-3.312802025216302,-1.720689682650717,0.7945760695926447,0.4234839781633283,6
2.6990940779566865,0.38511494790034084,0.4094340538743959,-1.6557799666686013,6
3.7452604164889767,0.807806262330833,1.615349694186475,0.2875807471709368,7
4.805845929556203,1.4139998944837149,-0.24172571479092553,0.32313535154324047,7
-3.453618311342676,-1.7349791790669975,1.7282620995732259,-0.6141237709141492,7
-3.649289024922292,-1.9240587717156141,-0.504766242733928,-0.2547452245486469,7
0.2885002591866307,-0.17632088392267198,0.8245412186550583,-0.2989246129263608,7
-3.120913503223274,-1.6027840101595077,-1.6216162170447774,-0.695252740371909,7
0.827998925667045,-0.045729810781492214,-0.6572630142904962,-1.2397191032874069,8
6.055351155719979,2.249344515839663,0.723491310049484,-0.004982511182976022,8
0.11782904007012651,-1.3148307281373932,1.3084646261802282,-1.4350997575568785,8
2.709012508251374,0.7973733208752435,0.0465024348984276,0.7939543258022574,8
1.3578248350753035,0.13201076359359232,0.6546272198313551,0.7969708124669425,8
-4.877389099849991,-2.4732983849218577,-1.0490626405531531,-0.16066951525650214,8
2.4900092597594323,0.5905540925470891,0.3134433869380977,1.0246032454847986,9
9.356646707917625,3.5049045642879344,1.3356227626846917,1.3282676089364667,9
-2.6995323517423064,-1.6392484905175329,-0.25968329719969535,0.06035607919295754,9
-3.14544034785924,-1.2257919066345333,-1.1577405882116472,-0.004213585449268242,9
4.180618883969636,1.7642006722763846,-0.29603159668280976,0.9172826743457902,9
1.8978946999372721,0.2918528560312205,0.5105845259807289,0.9689952668532561,9
1.2734008336563565,0.5073338622771437,-0.3847479905990807,0.9332437433619875,10
4.938119751860069,2.013023280020415,-1.5979443883499198,0.9315474215305388,10
-0.6782215872895656,-1.2408482833233214,0.9582676821188773,-0.014548336633895913,10
0.7633636454559791,0.13424897045120504,0.2294599847059213,-1.062008013345965,10
3.5251241045661352,0.7770460078856517,-0.7175257506988794,-0.2752973498381786,10
-1.6842277887654125,-1.5093064043129936,-0.5414601883538274,-0.03324273652848683,10
-1.680585804528898,-1.5373791367060319,-0.6216628349528676,-1.5761381258060045,11
2.886323264122142,0.7858326637501705,0.7543936396935552,1.3938567010425713,11
-0.5927751041682612,-0.17888314051170645,-1.6050996940850435,-0.28404912444240676,11
-5.293393358702367,-1.6389037921007583,-1.3674503944955836,1.477916470499613,11
-1.2720791390833086,-0.9434248560350857,0.325727637252032,-0.4539485120134904,11
-2.457964242166569,-1.3884248631148464,1.3649166876963001,0.6666571655415211,11
2.0389043673852654,0.6444731629839062,-0.037616655422651246,0.8620980984053337,12
-4.447654962744391,-2.0024012646192695,-0.06813421392944914,-0.2296147099984797,12
-2.095805672616997,-1.3396210851549863,0.2642105947634108,-0.5469918133560412,12
-1.9605229607573755,-0.7121352144011653,-2.1488592708992136,-1.1742634185140197,12
3.087890343343895,0.847844983449873,-2.1651604558566033,0.5522863335110546,12
-2.713205824946493,-1.1690119559571337,-1.2712488140258467,0.23113136413399155,12
-1.5634548011603653,-0.9933926896196127,0.18016060641193368,0.504793944836604,13
2.4681174255217604,-0.17645690073485149,1.1451472066802755,-1.328128625100653,13
1.7323209655621912,1.2286466275676353,-1.8000472168994806,1.5567871117395609,13
-5.997336986297151,-2.507357447879848,-0.3932418945426919,0.6084290442677759,13
5.383307249487841,1.0365685660028778,2.3899183263948536,-0.4958975364890795,13
4.771405132782346,0.8572487444197809,0.9435752536478322,0.5714011297858226,13
3.7513858654435364,1.3491340945768582,-1.0259572403925936,-0.0042809830724238355,14
-0.39284283752614163,-0.7153210049860517,0.22422115218328367,-0.5864749125139186,14
6.377835019016048,2.1359950975956035,1.2185566915182817,2.1048176507345304,14
-3.846018689887104,-1.5617671145154555,-1.9976072581405158,-0.020189763903388194,14
-1.710741642514018,-1.257048848598917,-0.32997069960864445,-0.8397997594855702,14
-0.7314062954330405,-0.9385928378570112,-0.7435261403520536,-0.8696151179514906,14
-1.0725785894574837,-1.1498758764467156,1.0905278948791168,-1.4741502697960671,15
0.5329133459396453,-0.2524674044635764,-1.4796277185032698,-1.8722772553116365,15
0.10597383494558982,-0.17681939267101598,0.9973138640894325,1.042402185830335,15
0.23827030068920654,-0.837532917470448,1.6416490148065426,-0.15342416229078928,15
-2.3672095097288737,-0.944586567190239,-1.3949541361905693,-0.2911309545717012,15
5.07844466714755,1.6657216698276653,0.17869362351529175,0.3862217147504872,15
-2.4036793435944137,-0.5754254387596829,-0.6907740214154823,0.24825668777847518,16
3.018756461508942,0.361923123591893,0.7515898957112385,0.6896959304033461,16
-0.20813872959574392,-1.0132450264979216,1.2510380428305325,-0.9979860806638212,16
1.4532790722567857,-0.27527930881731033,-0.056801943592269005,-0.4639248445748406,16
3.913255881499321,1.2190806542878998,-0.20259863067198824,-0.7351311818189118,16
3.3594304773787265,1.0961923459182492,-1.6933162866961389,0.019999286620207633,16
2.02097798403134,1.543095676743261,-1.8845779112603953,-0.3460444617609528,17
0.6346005099134555,-0.8439830015647973,-0.2715447981538717,0.8741625833360086,17
5.562877359297985,1.3296970072883563,0.25922448876999754,-0.5134791265528896,17
0.29238095380266765,-0.7250553114471587,-0.34739396995463867,-1.0576899401853836,17
1.5151718232551898,0.2371428595503216,-0.6195175967302071,-1.7482941515179353,17
3.953415184012199,1.5802782741745292,-0.4802665919786693,1.3633646472106404,17
5.993189775131919,2.2007757419599416,0.6621357218625012,0.6788716967983918,18
-0.2559280274928602,-0.7565069006880757,0.7368112565329306,-2.0268735222201113,18
9.374748555058039,2.983004016454754,1.1958473100044742,-1.096459906590969,18
3.8423617069121514,1.2903383866168943,0.07511077246637088,2.493421752989914,18
1.9777737861872908,0.10840817623615173,0.8778508260104652,-0.9333831916060159,18
1.239139102955001,0.030833943943883828,0.4122575085888971,-0.7123489867788886,18
-2.9429255582696885,-1.7346413133422816,0.9745343113314688,-1.328873945282634,19
-0.5459245959850363,-0.42600177090598634,-1.0297005205520255,-0.3271528379233253,19
4.371395872620072,1.6274924144927134,0.6921312065136671,0.43231297025499255,19
-2.7552953522245054,-1.5940160149592835,0.3331193250967059,-0.3893192162518135,19
3.9959997806224883,0.712557544590612,-0.06970182664461844,-0.9482251367367603,19
0.7471431185565353,-0.12181882165289232,-0.5983674264153489,0.5104732786296824,19
-2.438485254544054,-1.2787190822396892,0.5238362504687675,0.8380664645801453,20
3.222313691953974,0.8546613555055061,1.702761416564704,1.4149803554827656,20
-0.19296887323993073,-0.23436500822129297,-0.24832891311607652,-0.5824991485640497,20
-0.4377335591189716,-1.0930853680472035,1.3590292932516286,0.29660527246384694,20
0.23467849940248323,0.05530820352049348,0.5230821281939843,0.1880917355111404,20
-1.5216516995760903,-0.5520193435366088,-1.2654613394750913,1.4189468476135851,20
