y,x1,x2,w
0.0,-0.9286370752734043,0.1872969640721303,4.0
2.0,-1.1897384809123954,-0.6129861360272978,8.0
2.0,0.2674866727960455,0.5701447086158026,1.0
3.0,-0.2067371687982641,-2.3707785019217726,1.0
1.0,-1.7813493865614238,-3.499820993957021,8.0
9.0,0.3934051984183736,-0.8445030245706481,2.0
2.0,0.653580810759632,0.7428456038753524,5.0
3.0,0.4096880813849623,-0.17193268661890357,9.0
0.0,-0.9195333442508875,1.1326795443348883,9.0
0.0,-0.8699527174486202,-0.4152006881564247,5.0
1.0,-0.24749450209392604,-0.22856084450619937,1.0
2.0,0.15517534381264286,-0.5780909867425503,6.0
1.0,0.40371733994575965,1.5629798523221894,1.0
3.0,1.681115446060956,-0.021472546608868544,1.0
1.0,-0.9798742483703651,-1.6165412923397375,1.0
4.0,-0.9702609238863881,0.9515693562242452,3.0
1.0,-2.0622647015070945,-0.3362316959940611,8.0
2.0,0.6196735325978437,2.618516105306116,8.0
0.0,0.21635691809095783,0.6005333873463473,8.0
0.0,-0.8006614369129429,-1.1590547450701731,1.0
3.0,-0.10020874808374262,1.3870053642231526,5.0
4.0,0.9848378588328789,-1.0298139352024407,8.0
9.0,0.5474136842203033,-0.5170135656339144,2.0
3.0,-1.18651585529922,-1.6525071920180199,5.0
0.0,-1.7665510535036384,-0.0849166289795604,2.0
5.0,0.24265686989251561,-2.2440449049046856,2.0
2.0,0.2619713411428846,0.25265582655398516,9.0
2.0,0.0203213127247046,0.10970829827074813,5.0
1.0,-1.2366727163361924,0.03486248093911253,8.0
7.0,0.5185327250892942,-0.7837547772428922,9.0
2.0,-0.1134676953861599,-1.0049692563938788,1.0
11.0,1.388731365988768,-0.3101949046003105,3.0
3.0,-0.41135943047792806,-0.47640618322615186,6.0
5.0,-1.1170194071967954,-2.8796587412994783,9.0
1.0,0.7371486832028229,0.8675764120281293,1.0
11.0,2.0111676198574098,-1.6668494418070934,1.0
8.0,0.6288020223163543,-0.8578133889146706,6.0
2.0,0.1585069711970295,-0.2117403260391626,7.0
6.0,1.344686465199428,0.79591590350846,2.0
3.0,-0.966908959347819,-0.022438754700264928,5.0
0.0,-0.9566859567200084,-0.5408301340513137,6.0
4.0,0.3694237208537611,0.11059222591168719,4.0
2.0,-0.49600549809673805,0.8552103959569985,3.0
2.0,1.2391486828621359,1.3766756182129436,9.0
2.0,1.6645599572913203,0.28246137634861135,1.0
1.0,-0.4565846137825192,-0.1286006187155499,6.0
0.0,-0.4767398098141766,0.26849885409566276,4.0
3.0,0.07599380147587381,-0.23057592938406707,3.0
2.0,0.3246646230248461,0.5570777740668769,3.0
1.0,-1.2609481649356076,-0.6795189738875087,7.0
0.0,-2.227180295595946,0.006055652828849394,8.0
3.0,-0.6426835824843166,-0.8936501288803993,5.0
0.0,-1.4081709590094573,0.019793186129355957,8.0
2.0,-0.9154293329564536,-0.07395095364451913,8.0
6.0,2.807604627594466,-1.4177729370023566,6.0
1.0,0.8122417394731168,-0.011690545708663175,9.0
2.0,-1.6972236816860347,0.3848634579671408,5.0
1.0,-0.41086524299589994,0.004743401007089063,9.0
1.0,-0.31849627387763524,0.19401444933622608,4.0
2.0,0.29814949390556716,-0.5952794104455209,7.0
2.0,-0.3132526367144221,0.9719586919520543,7.0
2.0,0.916233763198119,-0.07728489772231124,7.0
5.0,1.678201583308158,-0.18505516352605467,4.0
6.0,1.147967433387703,-0.7915236987903027,5.0
4.0,1.3846636810114217,1.1337798980053724,3.0
4.0,-0.2935627622263263,-0.9253641360646124,1.0
1.0,0.6193424256315538,-0.4398292785791519,8.0
1.0,-1.0065105873821842,0.18438849156726458,9.0
5.0,0.05814589613803544,1.5524412218843202,9.0
4.0,0.14194647230784957,-0.5584782051294674,2.0
2.0,0.7833619528047977,0.9570507159761417,9.0
3.0,-1.1940731448844533,0.5820287834982807,5.0
3.0,1.2568442021592254,0.3660743154938756,8.0
3.0,-0.21729396268335963,-0.16795450814975899,2.0
3.0,0.4577806231577272,1.3413138101514763,3.0
4.0,0.7735712436226119,1.0856288308753812,5.0
5.0,0.5706081188389034,1.2113721691131385,7.0
2.0,-1.1822640816914867,0.11874056082789138,4.0
3.0,0.2065745476930409,0.6148426038881025,2.0
1.0,1.0763782366974548,1.4625766010767014,1.0
0.0,-0.7801154721834169,3.171817424873542,5.0
3.0,0.43677275148191796,0.021073079413869617,2.0
0.0,-0.2414332144287899,1.9800621751446954,4.0
0.0,1.5598422121552453,-0.3858752501257018,7.0
1.0,0.009708209209826488,0.246644005476662,3.0
2.0,-0.5105961668957916,0.9637104785729765,3.0
5.0,0.3944935910555213,0.12335448246386709,9.0
4.0,0.9055318571378701,-1.4427583347897077,4.0
0.0,-0.5708110734810654,0.5210926359435226,8.0
3.0,-1.7321694986427703,0.294732505449135,6.0
3.0,0.4125218266659238,-0.12349616103282773,8.0
4.0,-0.893284811719971,-0.47622262702708784,2.0
0.0,-0.2358025701733215,-0.09041363200447673,9.0
0.0,-2.3624717005820792,1.0496737787634407,4.0
0.0,-0.13820502600082316,-0.2305419913848286,1.0
4.0,0.5876217454704104,0.21481647919063074,2.0
5.0,0.18158407924162445,-1.4462939756080766,9.0
2.0,0.11630032552505057,-0.7141928017236103,8.0
5.0,-0.3650636604987292,-1.0057999551759191,9.0
2.0,-1.224846654532746,-0.07572850572550922,7.0
0.0,-0.9414675358487403,0.1816726564232851,5.0
1.0,-1.5680264510398936,-1.162398024535016,2.0
3.0,1.4724731383241216,-0.2167995661993459,7.0
4.0,0.6132702768085071,1.0092176680554117,5.0
3.0,-0.12938189334609052,0.46712063878064897,3.0
4.0,-0.014850840030709557,-0.4861446258660804,5.0
0.0,-2.3024201662977517,-0.21476923917493956,5.0
2.0,1.367692554995606,1.9047939823318716,9.0
1.0,-0.919339694144692,-0.4450566651116607,4.0
0.0,-1.2914041595472847,1.3660033413080284,7.0
3.0,0.038361930956332765,1.202781213495178,7.0
4.0,1.3633359790534152,0.33157073860730824,2.0
2.0,-0.7488544961626445,1.452557946289073,4.0
1.0,0.14410572499642677,2.5867422137611906,4.0
3.0,-2.21355040492845,-1.568668436236951,6.0
5.0,1.2016048185538566,-1.9245557234296158,2.0
10.0,1.5971891534598652,0.5302402319836046,2.0
10.0,1.7871872307835426,-0.7630384267170187,9.0
1.0,1.5049730774436134,1.031783636908521,5.0
4.0,0.8594314912655773,-0.42389717189368203,4.0
0.0,0.14082868763413395,1.1650946034621903,2.0
0.0,-0.621302755664307,-0.44617819270260745,8.0
1.0,-0.3423399040438063,0.262174536293577,5.0
1.0,1.0160007755534521,0.6073193017527785,6.0
1.0,-0.18081295640452663,-0.3281777445074944,5.0
1.0,1.10473162112965,0.9889199007830919,2.0
3.0,0.1135429496784457,-0.03797356443711367,6.0
4.0,1.1408806643881382,-0.9880296132062711,3.0
3.0,1.2384809195885411,0.7053692902834263,3.0
5.0,1.6438857498528638,0.9754162676986762,3.0
1.0,0.7550466086143705,-0.502139305990695,2.0
