y,x1,x2,x3
0.0,0.38264001956975396,-1.043708950607932,0.7652800391395079
1.0,-1.5287681846412053,-1.1394655267874796,-3.0575363692824107
1.0,-0.0646716922448215,-0.39026913164835175,-0.129343384489643
0.0,-0.25830743629388436,-0.7790134365860922,-0.5166148725877687
0.0,-0.2239879883087154,-0.664779980525495,-0.4479759766174308
0.0,-0.5561841266279737,1.018512369550553,-1.1123682532559473
1.0,1.6122567365601734,0.3179061820787587,3.224513473120347
0.0,0.8334747072121852,0.35329129517906643,1.6669494144243704
0.0,-0.9123243807265111,1.4728067048977913,-1.8246487614530222
0.0,-2.2918763834013327,0.9727337340523253,-4.583752766802665
1.0,1.5026402111784625,0.6185740654343129,3.005280422356925
1.0,-0.9189710681859641,-0.26834066607105495,-1.8379421363719282
0.0,0.08314944651635417,0.30969008528502734,0.16629889303270834
0.0,-1.096784937045284,0.9269710852739811,-2.193569874090568
0.0,0.28377908995244394,-0.5108790676740728,0.5675581799048879
0.0,-0.16158580526306154,0.47950944205479035,-0.3231716105261231
1.0,1.3857680722087111,2.673454242206833,2.7715361444174222
1.0,0.4587667440738787,-1.0233288917896237,0.9175334881477574
1.0,0.8949627230340661,-1.0267008247953318,1.7899254460681322
0.0,1.8561297228748574,1.1738569744317033,3.712259445749715
1.0,-2.518666483071528,0.13741606167837128,-5.037332966143056
1.0,-0.7382741582087027,1.114154596823867,-1.4765483164174054
0.0,1.376917274926375,0.6084081085534384,2.75383454985275
1.0,0.2988220392748384,-0.23774547709479774,0.5976440785496768
1.0,-0.7231083367550419,-0.19722396488724003,-1.4462166735100839
0.0,-0.5111029707760781,-0.1973798097811432,-1.0222059415521563
1.0,-0.053319387571084655,-1.0205180344031384,-0.10663877514216931
0.0,-0.21683316394339422,-0.4701729007574814,-0.43366632788678844
0.0,-0.43741049820297734,-1.8944730773533056,-0.8748209964059547
1.0,-0.46733821674567577,0.38316415570749107,-0.9346764334913515
0.0,-0.4104651279819055,-0.7015785213408801,-0.820930255963811
1.0,0.45826391918797393,-0.4925989453132786,0.9165278383759479
1.0,0.05694425034650288,-0.0969096855662715,0.11388850069300575
0.0,-1.1074379162364556,0.4047380883519067,-2.214875832472911
1.0,-0.2050030943756979,-0.48276169109965295,-0.4100061887513958
0.0,1.1527990039506528,-0.8976614623641266,2.3055980079013056
0.0,-2.124845027776447,-0.5447947907462964,-4.249690055552894
0.0,1.208948145629477,0.6289029074901364,2.417896291258954
1.0,-0.12030924854645102,0.41478349060782765,-0.24061849709290203
1.0,-0.17306381832720516,-1.5210492455773434,-0.3461276366544103
1.0,-1.0367163545343543,-0.766842035155409,-2.0734327090687086
1.0,0.24833579557217358,0.6439420556791094,0.49667159114434717
0.0,-0.45473718540105057,-0.062124177524465925,-0.9094743708021011
0.0,-1.5066243271935205,0.9446349143751608,-3.013248654387041
1.0,1.394029181595151,0.4565560033885508,2.788058363190302
0.0,-0.6868815598862249,-0.13431914681982432,-1.3737631197724498
0.0,1.037556314195211,0.4915642481257265,2.075112628390422
0.0,-1.2471761062649853,0.6319000498823061,-2.4943522125299706
0.0,0.09617825280498715,1.3461397698260746,0.1923565056099743
0.0,1.3038478112260832,-0.8448628335295649,2.6076956224521664
0.0,-0.29573114009945056,-1.7871502369924557,-0.5914622801989011
1.0,1.0271190249151283,0.06701533357318262,2.0542380498302566
1.0,-0.9472213869351448,0.7846265488624621,-1.8944427738702896
1.0,0.7709899693903248,-0.8300431415350958,1.5419799387806497
1.0,0.9082042964553768,-0.43098449505618175,1.8164085929107536
