y,x,w
0.0,-0.7630287780964069,4.0
0.0,-1.765207153718811,1.0
1.0,0.38240200490879944,2.0
1.0,-0.1315965422389721,2.0
1.0,-1.4922398637953664,3.0
0.0,-0.20208653073559962,3.0
1.0,-0.9241508446816844,2.0
0.0,-1.1527491717601304,3.0
1.0,-1.2020647206102197,2.0
1.0,0.7395025973965809,1.0
0.0,0.5528790890740467,3.0
0.0,0.7093607613395985,2.0
1.0,1.4926578388241083,3.0
0.0,-0.5723306333582894,2.0
1.0,1.2046169371052107,2.0
1.0,1.1545840902592877,2.0
0.0,-0.7945039247276034,2.0
0.0,-2.111619732238682,2.0
1.0,0.13481690031273816,4.0
0.0,0.29808769402034313,2.0
0.0,-2.1053757542926443,1.0
0.0,-1.2898991005441642,2.0
1.0,-0.29043872537461024,1.0
0.0,0.9722630103394683,1.0
0.0,-1.1874087070500927,2.0
1.0,1.0864730991150284,4.0
0.0,-1.5232246502685447,4.0
0.0,0.1099178682051149,1.0
0.0,-0.4760876510256826,2.0
0.0,-0.23363642129503995,3.0
0.0,0.04108773671355639,3.0
0.0,-0.9039667232178689,1.0
0.0,-0.4102503806967639,3.0
0.0,0.4376068854372267,1.0
1.0,0.196998177080712,2.0
1.0,0.8510291099529422,3.0
1.0,-1.2420487591260438,2.0
1.0,-1.0928533545630732,4.0
1.0,1.3941423718646822,1.0
0.0,-0.6553898739809706,4.0
1.0,-1.1897781700218324,3.0
1.0,0.20909430693896638,3.0
0.0,0.5102269685676729,4.0
0.0,-1.2341155171961118,3.0
0.0,-0.4016641058101462,2.0
0.0,1.6268639304929853,3.0
1.0,0.3541709235669067,2.0
1.0,2.1205450658446896,3.0
0.0,-0.2205662190282114,2.0
1.0,-0.3404730511036642,1.0
0.0,-0.9040499685460297,4.0
0.0,-0.011880217383964222,2.0
1.0,-0.8406707128839355,4.0
1.0,1.3007194015068044,2.0
1.0,0.9282830493866742,3.0
1.0,-0.018774699897154544,3.0
0.0,0.7791234618448505,4.0
1.0,0.3633642242450272,2.0
0.0,1.179579771471061,2.0
0.0,0.4852730767506199,4.0
1.0,-0.2815166988978954,4.0
1.0,1.4179098288654792,2.0
1.0,-0.4488309369597985,3.0
0.0,-0.902949800412611,1.0
0.0,0.252028459033017,1.0
1.0,2.214680399541921,1.0
0.0,0.3432689608061603,2.0
0.0,0.6386704641318157,1.0
1.0,0.23090302665480242,3.0
1.0,0.19220921154769244,4.0
1.0,0.5480293478734605,2.0
0.0,-0.5161524618451553,1.0
0.0,0.12147273646998151,4.0
1.0,0.22865082046675766,3.0
0.0,-1.581920267526924,2.0
1.0,-0.8362615207203864,4.0
0.0,0.5826430125973129,1.0
1.0,-1.559944552331448,2.0
0.0,-1.998592986052861,3.0
1.0,0.19355934616320675,4.0
1.0,-0.33496934181417437,3.0
0.0,0.5075175291990569,2.0
1.0,-1.970722406781067,4.0
1.0,-0.6091594446132949,2.0
1.0,0.8019823321801594,2.0
0.0,-0.2717307703708816,2.0
0.0,0.3099448947663986,3.0
1.0,-0.6660639615938989,1.0
1.0,-0.9799759105136956,3.0
1.0,0.20249955958403157,2.0
1.0,-1.0213210577877785,3.0
0.0,-0.8150710885518729,4.0
0.0,0.41448185256332193,1.0
1.0,-2.158358632778462,1.0
1.0,-1.0148794117613829,2.0
0.0,-0.5842220138186103,4.0
0.0,-0.36180546141150116,3.0
0.0,-0.05860142461663377,4.0
1.0,1.181348226605988,3.0
0.0,-0.31143049773535497,3.0
