y,x1,x2,x_strong
0.0,0.28401292537841494,-0.007965597678696977,-1.2037752772899422
0.0,-0.9254142799033953,1.4283909210973427,-0.9223078394146282
0.0,-0.1484449367974443,0.5344296052260823,-1.2767037721658852
0.0,0.6530210206610918,-0.26051839132942534,-0.5656897162994082
0.0,-0.44211738937556583,0.364356268916776,0.25587100052632045
0.0,0.6862762416244205,1.1058839013956032,0.16028607881575913
0.0,-0.942201073570037,-0.2941532906370591,-2.181201045657378
0.0,1.5294108408190121,0.006536008655581951,0.6793410802096546
1.0,0.8045015497457432,1.1039390234001987,1.7348430876810905
0.0,-1.2371507294552113,-0.4885643071190749,1.030413584720335
1.0,0.24887933631092304,-0.25437490482896924,1.6494593667532986
0.0,0.3727573719257403,1.8019109665803261,-0.789243010979756
0.0,0.12041916013407157,-0.24177460033258852,-0.7598358237104057
0.0,-0.6252966806430763,-0.10550688694779313,-0.6338693708511159
0.0,-0.5721380231539439,-1.5621557944338593,-0.6867794922072811
0.0,-0.9060998279395003,0.13463105247825155,0.27102537076779404
0.0,-0.03513916235250583,2.6413719374348026,1.0149530923504393
0.0,-0.21191782775110485,-0.36185043989582133,-0.865657142900542
0.0,-0.9903640642175922,-1.197350791558663,0.6705520026690917
0.0,1.3998776366409134,-1.4418361843879108,-0.22834048382876604
0.0,-0.15391321705549055,-1.0638297075456344,0.87166853021653
1.0,0.6400686817934129,0.3430017032989734,1.1323821651156145
0.0,-0.5003027516284457,-1.3312538759451604,-0.5069166268090148
0.0,-0.23995033196486196,-1.5972795798405055,-0.17722610903755454
0.0,-0.38015708324024045,-0.2896023479126875,0.008328420846009378
0.0,-1.5043796316741544,-0.09076690975189644,-1.0371782824139746
0.0,1.9966134303719354,1.9869448442274695,-0.17871716461104514
0.0,0.8781585872086217,1.5171939204436966,-0.6482469767052987
0.0,0.9514375789639934,0.01237412293692567,-1.153295424579168
0.0,-0.8804634742259293,1.7851186496460396,0.27410805252701737
0.0,0.4660484108892977,-1.4494020760383601,-0.9565897111184056
0.0,1.8587316715545914,-0.4370699126668896,-0.32439277819191364
0.0,0.5867145162619168,0.7686264734913455,-0.3943874979360141
1.0,1.045059758771986,0.15531192673441493,0.5716714676283918
0.0,-1.5112713175961747,-0.23672803534478187,-0.6222816306548116
1.0,1.0694120487978327,0.2542086282922955,0.8258537501240772
0.0,-1.249768048127255,0.7917376281905328,0.08707670173231753
0.0,0.7182973571429839,-1.5314607561619693,-1.2700122016680382
0.0,3.0329807617533233,0.4174807026658859,-0.7105786104314923
0.0,-0.4646086251240812,0.7407174043213951,-1.6580902072918065
0.0,-0.6046447130748162,1.969355639320935,-0.18872571463626725
0.0,-0.624888166324135,-0.2780886827791393,0.4641422373115373
0.0,-0.5915571260055748,-1.3079608096753854,-0.05924952636279396
0.0,0.6011757409298708,-0.23564253400187554,-1.440914643436247
0.0,-0.5881874356986063,-0.21823580642660573,-0.3181765672150045
0.0,0.13727917215534918,0.6722655619575768,0.002346688522054022
1.0,-0.4905696937293848,2.3586247673670924,1.8927077953377984
0.0,-0.038346415452616016,0.34202832296944546,-0.016577998512088014
0.0,-0.5857788410826639,0.4727311284186435,-1.9576244151376223
0.0,1.459353645408462,-0.6727542323311032,-0.1469243303964833
0.0,-0.1460382747866456,0.6031931667756537,-0.9670373079476956
1.0,1.1002363879839763,1.926343850764321,0.6202281118694707
1.0,0.42200890319790346,-0.8162020283336069,1.5691626739956885
0.0,-0.6693971801317935,1.1730262483742497,0.6715850625391411
0.0,1.6573873484563066,-0.10033782662927719,-0.3470124082296903
