y,x1,x2,x1s
1.0,0.5193899265086992,-0.3889863982122479,5.193899265086992
1.0,1.3841615565620247,-0.932857258013146,13.841615565620247
0.0,0.9505601467954163,0.5329620539344013,9.505601467954163
1.0,2.7221379799083394,0.19623085289288644,27.221379799083394
0.0,-2.0576557457745865,0.7799415222552084,-20.576557457745864
1.0,0.40832326836520005,0.32843246821236827,4.0832326836520005
0.0,-0.11145909100360964,0.8224485970336834,-1.1145909100360964
0.0,-0.6121254682665737,-1.2235618208703958,-6.121254682665737
1.0,-0.41518158412675077,-0.18799923541666197,-4.151815841267508
1.0,-0.15864279995759745,-0.38070678573124195,-1.5864279995759745
1.0,0.2161169422281108,-0.33797218962362513,2.161169422281108
1.0,-1.0591579046039068,-0.7350822830521324,-10.591579046039069
1.0,1.3086321815016848,-1.3686942132039899,13.086321815016849
0.0,-0.6940216679973609,0.7805292199265151,-6.9402166799736085
0.0,-0.05502704566728109,0.03917452135101333,-0.5502704566728109
0.0,0.33643115043822736,1.3960420852365871,3.3643115043822736
0.0,-0.9693519491527004,1.9410653939625093,-9.693519491527004
1.0,-0.6667055035651476,0.7319923742641279,-6.667055035651476
0.0,-0.07167105278117036,1.0990451178701082,-0.7167105278117036
0.0,0.005977782700430418,1.3283019134216028,0.059777827004304174
1.0,-0.9009903154649405,-1.5902278529690235,-9.009903154649404
0.0,0.4748813938389401,-0.6310368861426688,4.748813938389401
0.0,-2.2610905232281993,1.0728799888401617,-22.610905232281993
0.0,-0.3478816256145181,-0.17154003253997266,-3.4788162561451808
1.0,1.6490096883029524,0.2430692015329785,16.490096883029523
1.0,0.10452819839850415,1.8015989797819332,1.0452819839850416
0.0,0.5959612361206857,0.2706925564676594,5.959612361206857
1.0,-1.8939532768659457,0.5255972016844302,-18.939532768659458
1.0,0.029856682743229074,1.6523418221690627,0.29856682743229074
0.0,-0.21780018919475103,1.875467722556132,-2.17800189194751
0.0,-0.7412098280892748,-0.9751998504597655,-7.4120982808927485
1.0,0.8082716766997691,-1.715106480748574,8.082716766997692
0.0,-0.28895130641913236,0.31588722179975876,-2.8895130641913234
0.0,0.6276082727518172,-0.2482503313957139,6.276082727518172
0.0,-2.5862568690509353,-0.030276536393053388,-25.862568690509352
0.0,-1.4398515563630248,-0.4006826762297822,-14.398515563630248
0.0,-1.322632852494051,0.31330261063693504,-13.22632852494051
1.0,-0.13312718714747193,-0.1549507120567392,-1.3312718714747194
0.0,0.2709361639146192,0.22588490889627386,2.7093616391461923
0.0,-1.0295396583023544,-0.813322837511022,-10.295396583023544
