y,x1,x2
3.6392978395857285,0.45303295068012867,453032.99538897356
3.0070282562298645,0.4731541926406038,473154.2647568392
-1.3929722327683962,-0.5275210567920324,-527521.1927352526
6.576423762510317,1.3107986440157855,1310798.7959141603
-2.8227561434565116,-0.6555104657537929,-655510.5094563084
6.801227179215695,1.156590830982909,1156590.7258267056
-3.4774327064581065,-0.9941084802790188,-994108.4677800279
-0.2514730119227777,-0.24224640452852067,-242246.38460891455
0.21843235305745223,-0.21928966877850378,-219289.71306151676
-2.020192284126452,-0.6596187515752029,-659618.7395500892
6.103413590430238,1.017464603686142,1017464.5788679313
13.257017817635013,2.3454922278246433,2345492.153755717
-2.6548796886951984,-0.864432242078807,-864432.2722434547
-6.93738001031487,-1.3723031241777237,-1372302.9132842964
0.7731025909468769,-0.08026807035696408,-80268.03068976922
2.2632159192280286,0.18037815816336472,180378.24975818157
-1.3676502996395254,-0.5846949667718045,-584695.1255222447
2.087748914340538,0.24866065384745334,248660.64008791963
3.421695510976148,0.6843897766004211,684389.7964080804
-2.945785781354775,-0.7820355673314354,-782035.5447647097
-7.0180678959345135,-1.6020406219232703,-1602040.788948226
18.403724289348023,3.5188811725136793,3518881.0154337753
-7.084960566893022,-1.6025778128477526,-1602577.919528317
3.0545777974411457,0.4003328642736341,400332.94179029664
-7.787822563401008,-1.6053724723229938,-1605372.4639231556
0.5543228370863034,-0.022929216101988028,-22929.011327586017
-3.62884867005274,-0.8269294871157231,-826929.5985839589
1.1375972794800195,0.02123586547560458,21235.948956473247
4.357227167353541,0.6691467906470244,669146.9229186444
1.871830489215983,0.20574184352052716,205741.99167411498
-8.256206112039175,-1.6882781353537768,-1688278.0680470061
-0.3238057665326354,-0.16202233124881327,-162022.22352127626
5.178622579019937,0.807161594802817,807161.7379378396
-0.01979152998939834,-0.20079958078828647,-200799.61242489645
-0.07312822828786486,-0.16145187898066907,-161451.8736175841
-0.015105382077678753,-0.25034242987149136,-250342.5012913002
1.8777608799807166,0.2922840483526587,292283.97555825266
-0.9216286512654106,-0.4741976768693968,-474197.6401108004
-12.521118918202722,-2.630497939688824,-2630498.010328127
-0.30071813183829155,-0.17759299404753373,-177593.29064800183
