firm,year,y,x
1,1,0.7548487185064837,-0.7901524999630146
1,2,-2.6024601449406117,-2.0346254818318728
1,3,3.3628741097561186,0.6033017469247647
1,4,3.115737189175223,0.7442945298799118
2,1,2.869592511567312,-0.30968679986627135
2,2,3.3989882535545206,0.36732137294554024
2,3,6.586775849192778,1.7103942914776449
2,4,4.800835346105694,1.0607978400658138
3,1,1.9061726697615073,0.7076390208060754
3,2,0.9608912086609885,0.687749388505445
3,3,-1.5078130959396816,-0.8635674537523599
3,4,1.7277668917008062,0.9640167316735617
