firm,year,y,x
1,1,2.7303989363120396,0.3946360395694809
1,2,3.6000868657972402,1.012328732369342
1,3,4.726640213486177,1.6016907537056626
1,4,1.727756894039648,-0.5061299656381372
1,5,2.7458910930832583,-0.5216468126851329
1,6,3.309637372953166,0.2899607023896119
2,1,-2.649704230637116,-1.2007887137268538
2,2,0.7342067211604936,0.5806902551892749
2,3,1.5940120741445978,1.2863859928559926
2,4,-0.1527133769186984,-0.5722017621398846
2,5,1.3159620571923087,0.6861376919819152
2,6,0.0885250177680394,0.7569186550871004
3,1,1.6570349503627495,1.3480632789538465
3,2,0.20591920813844378,-0.6249089361231427
3,3,-0.48677425037136735,-1.3257625246446274
3,4,-0.6690840818730699,-1.864653751331146
3,5,2.6236928667759503,0.4572971742207539
3,6,2.569815492955873,1.135694421581445
4,1,-0.867133520609481,0.4501980132291285
4,2,0.5610760991351422,0.9889296763900616
4,3,-1.5628732769120004,-0.8123345838869355
4,4,0.39572240074440834,0.703194864678229
4,5,-2.7089084249952706,-1.5002634370577854
4,6,-1.9903031880164275,-0.7516946137468815
5,1,-3.2013363366905,-2.30080025699866
5,2,1.0735836894393245,0.25468944297184776
5,3,0.2091989140523241,-0.23292022893342795
5,4,0.3217795137954529,-0.7672596537819094
5,5,1.3495958870517983,-0.015607308442671051
5,6,-2.0490050482373645,-1.1074704846190162
6,1,2.7995110046926137,1.9555715954810453
6,2,-0.08615429005987763,-0.8709782165573483
6,3,3.7476490680531973,2.143488078938178
6,4,2.9436259953242763,1.005821033713645
6,5,1.5455414050220977,0.4372075700087229
6,6,2.4983138097595265,1.8241647455224905
7,1,1.5417826528987701,0.34736654093479435
7,2,2.7042776933901322,0.3881081114536362
7,3,4.154640356845904,1.5052471759974504
7,4,1.7639308901711788,-0.39125599439738395
7,5,2.96656247442191,0.6491781526259995
7,6,6.097313056127845,3.0494975205195027
8,1,0.5955933319792992,0.33851235667015955
8,2,-0.04136567285794546,-0.8946263815036808
8,3,-0.029303014813694794,-0.9353428733553842
8,4,0.0027341744912497967,-0.9839103731859989
8,5,0.8879732125733214,0.19645614873529726
8,6,1.2720597131660965,1.1667139676800105
9,1,1.8284285277279408,0.9320219240050426
9,2,0.6020388164233506,-1.1188664962859711
9,3,3.0163244900081354,0.8215709492165932
9,4,5.169381754437859,1.8512501081974362
9,5,1.5500727515089774,-0.5620749190772146
9,6,3.1062227591161546,1.2611446600599407
10,1,0.9048465047052658,1.412658672710388
10,2,1.8663059898860255,1.3744581595395842
10,3,-3.01440642189894,-2.3828159127675232
10,4,1.571301961158334,0.4858663027235919
10,5,-0.2678850264880338,-0.0725809746325414
10,6,-0.25993575816601056,0.13279592856142453
11,1,-2.164430053265965,-1.1361556591233934
11,2,5.073560308690667,2.4998731050184277
11,3,0.4467876246700017,-0.2827485079738677
11,4,2.169305415486653,1.0569377939611302
11,5,2.175902916574384,0.894075743232682
11,6,-1.3580825644785788,-0.13417175438453532
12,1,-1.337615901670433,0.19492276690334007
12,2,2.211484629239111,1.504670776504819
12,3,-1.8988321835151807,-1.279595228858192
12,4,-0.3561123070384389,-1.2181388699322837
12,5,0.9517201851690481,-0.20000374668462115
12,6,0.3886299526228038,0.9801523081067985
13,1,1.3115610584227804,-0.6232777268262962
13,2,4.957677502338389,1.0555644251298615
13,3,2.6245264650240236,-0.28274003126692143
13,4,1.534300769866642,-1.3635441296005217
13,5,3.503122134757594,-0.1358732802989236
13,6,1.3139219339594752,-0.7565573077895095
14,1,-1.948781962611664,0.1116097578732445
14,2,-4.621628781765436,-1.5539178483462486
14,3,-0.6543640761658597,0.47898421831564186
14,4,-0.632912534009972,0.47180438010198794
14,5,-1.6544248778439166,-0.48276177520651725
14,6,-3.383016904644123,-1.0719958297996117
15,1,-0.7405520711080849,-0.7081013690496707
15,2,-1.8666807625731994,-1.6376667498681727
15,3,2.0118628939930323,0.3903165845850079
15,4,0.5039335710105278,-1.5523123986283738
15,5,1.4166315684588713,-0.846348574827972
15,6,1.0808574269281217,-0.7703373170069255
