firm,year,y,x
1,1,2.4881931645025395,1.770486513747001
1,2,1.467395348772261,0.7212717556481529
1,3,-0.7426188943677006,-0.7802646670933899
2,1,2.757180532654741,0.48093255685775516
2,2,1.6319067838982664,-0.14465001270752548
2,3,2.907017774358612,0.26269743878138946
3,1,1.346116851586045,-0.22069072778963075
3,2,0.3101243029351268,-1.0334076868517077
3,3,0.803833941742476,-0.5220644847533722
4,1,0.8990792894350625,0.02317624403032944
4,2,0.5328485101134366,-0.0045813023544796685
4,3,0.1122317291805841,-0.24390374712203938
5,1,-0.2981811131529669,-0.598990442751438
5,2,0.9328107883189436,-0.6977764817736892
5,3,1.0652168666150623,0.1730461327118666
6,1,-0.024915586528942317,-0.8219847977564634
6,2,4.233403394123578,2.4601405247261217
6,3,-0.3288756339787204,-0.9265573796085079
7,1,-2.319050788929646,-0.30867323074741576
7,2,-1.5744142291813654,0.23362591789778445
7,3,-1.4850491761569184,-0.28524014027889
8,1,-1.391218817558439,-1.7984018124213743
8,2,4.185587426142013,1.7599932267768297
8,3,-0.6547979895902908,-0.9749132004229741
9,1,-0.4282476403324568,-0.8955143519139729
9,2,-1.4376248793256097,-1.387659432209801
9,3,2.220058614803542,0.1386756069352625
10,1,-0.7721639718855382,-1.319014028600171
10,2,0.9188856709731528,0.1201469097442814
10,3,1.9608097836844538,0.5355197065758837
11,1,1.5833357675134838,-0.4472992339368221
11,2,0.26370526551440215,-0.12147022369965065
11,3,-0.12490634002535089,-0.3687201921822682
12,1,-0.7207266689042409,-0.7574007820489499
12,2,-0.6424402237354414,-0.29992327098760674
12,3,0.2288776737957366,-0.5767043372074788
13,1,-1.8546549250752675,-1.1772227680747758
13,2,3.789936102831992,2.0011885466533803
13,3,3.2423148155754795,1.4273445159427764
14,1,-0.3024127002112511,-1.559472491226468
14,2,2.5906870527078523,-0.41162876530545206
14,3,6.4875868479545105,1.5824093122088587
15,1,0.2370347467512886,-0.8977341533476488
15,2,0.6814448450012207,-0.3275961745383078
15,3,5.264993821723912,2.35202572609932
16,1,-3.5689310262474727,-2.262715297831992
16,2,2.607508912037306,1.499222941008441
16,3,2.871605056771622,1.5579307445322392
17,1,2.8901174713600453,1.4907194397884276
17,2,-0.9607130043834999,-1.1247613006101422
17,3,-0.1959755955366418,-1.9508921902316787
18,1,5.793692026503455,2.3810848281958754
18,2,3.970165687773419,1.2869925871081669
18,3,3.0453647405832527,0.5993186927391231
19,1,-0.29426952064864864,-0.054152772292995976
19,2,3.455812713341605,1.9853114821340379
19,3,-0.5742979666376973,-0.5665459629025097
20,1,3.5755804223874987,1.096399077739992
20,2,2.341041047164738,-0.23243204881554663
20,3,3.157964097540976,0.07457399578461589
21,1,2.645630617898809,1.6444194634064009
21,2,-3.8054944001639974,-3.133809146741363
21,3,-0.24556116584478416,-0.6185926485694763
22,1,2.7005846751383658,2.4586290408012097
22,2,-1.235267955465712,-0.4187512116887384
22,3,-0.3454193872753735,0.05059705290872382
23,1,3.406797239588176,0.4930541403924281
23,2,1.3174880898408574,-0.25844160321263915
23,3,-0.8849897395409918,-1.824151269435402
24,1,-1.306336858008977,-2.0803677644910428
24,2,0.2622308320274993,-0.3128185480861983
24,3,-0.13683556045151807,-1.2515891205493272
25,1,1.4318190104781774,0.5636175778187946
25,2,2.630921324495965,1.7606393346324443
25,3,1.0220812473977807,0.29242234018145324
26,1,4.074959990302653,1.3004830698205783
26,2,0.9326107224612934,-0.9017073161000768
26,3,1.8147500882366745,0.48834658567645534
27,1,-0.9282830910500455,-1.7147570627696416
27,2,2.7369068926084177,0.07224078045558946
27,3,3.26861265285537,1.0036001528416794
28,1,0.922410199385908,0.5262157707442884
28,2,-1.4597434672046012,-0.9171086621081244
28,3,1.174581525668436,0.5717258254450404
29,1,-1.487321569531501,-1.27440646182202
29,2,-0.6512595813370997,-1.0313686822699855
29,3,-1.1751323761394987,-1.23303727787388
