y,x,entity,cluster
-2.2167769758864875,-1.5458225510541914,0,0
0.3922810249372365,-0.9435637172773318,0,0
0.8760537944060569,-0.247533467462881,0,0
3.3958893827611267,0.9175976836630186,0,0
0.7476918392372667,-0.341572707004132,0,0
0.707607214715867,-0.041947050858336055,0,0
-4.9943128876838525,-0.34663458656181195,1,0
-3.752308717499071,-1.275895439252536,1,0
0.5677752505002134,0.04989950465450068,1,0
-0.1782013595565487,0.622845813516803,1,0
-4.3373713627852215,-1.3882056854007574,1,0
-5.7490462425902376,-1.3128549353210266,1,0
0.4254247570509274,0.1970217826553196,2,0
-1.062752110551651,-0.2219580075810392,2,0
0.2690531961118679,0.9477178610462281,2,0
-0.3317050365529457,0.3217845402261155,2,0
-4.389042305865809,-0.3883238305970999,2,0
-2.3028488835817718,-0.25419424362358223,2,0
2.2181675343142366,1.6086793388587775,3,0
-2.374128116504825,-0.27014729446702485,3,0
-3.3689272642876644,-1.2965508870426994,3,0
-2.467309622753407,-0.35655158566136963,3,0
-3.373793475222691,-0.7038535418895405,3,0
-4.042067140957569,-1.665226078263881,3,0
-0.04990973211791333,0.3697037758498417,4,1
-0.3132183241834674,1.077921432358338,4,1
-0.4375011807393214,-0.9381761389549131,4,1
-1.8734184657898652,0.10481006029053244,4,1
2.0698269472851827,0.5153481780407474,4,1
-1.0323389466183877,-0.1474997993618696,4,1
3.1908006248968133,0.7931028837195012,5,1
-1.9797115308801647,-1.3453132658469578,5,1
-0.31471863233105657,-0.6619639518801939,5,1
0.4675496855805664,0.7902532907382391,5,1
-0.8162174803582976,-0.3959552175569721,5,1
2.2111304367094085,1.9337688552309753,5,1
-4.435162332765324,-1.5263983391268614,6,1
-3.66359950096584,-1.4406085849502244,6,1
-2.684294793414913,-1.0501124062057872,6,1
-1.6636359363169517,-1.0683975659296088,6,1
-0.44118380233576815,0.4936630219238669,6,1
-3.7456947568542915,-1.0957173704334473,6,1
1.7765482226761515,0.574795925603948,7,1
1.9885801576043656,0.2275811147212375,7,1
1.2816107819801823,-0.17614183949979365,7,1
2.402276199843495,0.27787946922554513,7,1
-2.9901418021806494,-1.4418395504652435,7,1
-0.9023283192514929,-1.7871454528277866,7,1
-1.985788524193132,0.2712055646894448,8,2
-2.9061188533511975,0.44817928222280273,8,2
-2.8746503779281234,0.25027646774854,8,2
-4.210600162717137,-0.3377540748726141,8,2
-0.5095131462140534,1.2789139947572554,8,2
-2.5569240827316873,1.3270398612980583,8,2
-2.4648714476001685,0.22164838432988831,9,2
-1.4419185178294227,0.3068452435967875,9,2
-0.9082357646942272,0.484142907489871,9,2
-0.9410141078052069,0.47674172828051903,9,2
-2.3932422456755953,0.0727640504351532,9,2
-4.166767148646075,-1.168864280060496,9,2
0.9940743446363451,0.13271833513660272,10,2
2.60007963234589,0.3888197224466631,10,2
3.811649681652149,1.5676975722993236,10,2
2.788011891423862,1.1184744846199475,10,2
0.6509542560664392,-0.184242876128268,10,2
2.31106982248718,0.47020188131236,10,2
-2.3511931995731405,-2.1060546798095023,11,2
-2.31918301445792,-0.507437464922268,11,2
-0.09528532637267162,1.1815830624721049,11,2
-0.773522630714014,-0.16110758429642766,11,2
-2.1058138107081836,-1.5449019677409435,11,2
-0.5196946032501382,-0.5058520285390974,11,2
0.12348334489706114,1.562706698522735,12,3
-3.0986458095296183,-0.6661716582690361,12,3
-0.5231172156812146,1.2450366566353575,12,3
-2.4617076282129178,-0.3006395654739275,12,3
1.7639109801645905,3.2193289862040673,12,3
-3.0717256019680113,-0.6332786381928607,12,3
0.9397472809818924,0.03848999824152956,13,3
0.6154602266107307,-0.09355255479528869,13,3
0.3142055627225967,0.03765225818240299,13,3
0.2509586264280918,-0.6198596407450089,13,3
0.6315873139500566,-0.8675195986547896,13,3
-0.052315134722003886,-0.22339676361686697,13,3
-3.206996619324319,-1.5267813833020052,14,3
1.638230915422044,0.3444307814263842,14,3
-0.41515152881722,-0.5903694131514149,14,3
0.7489681769672831,0.13728082878593426,14,3
-4.086870164363672,-1.8943825063282096,14,3
0.9455782971578635,-0.3024315391397151,14,3
4.059323890761843,0.04928020899211709,15,3
5.786601103430358,1.623724964349137,15,3
5.224052551124848,-0.10924646253636873,15,3
2.576894402878097,-0.6366071856457954,15,3
3.2753572112743363,-1.6165569655884782,15,3
4.944226625962071,-0.03581446439326381,15,3
-1.3792308106158404,-1.0248006434524282,16,4
1.4666603793777981,0.691875618586068,16,4
-0.978784129072294,-0.8438256188765887,16,4
0.5065820164534087,0.5262130138911697,16,4
-1.3568342283860657,-1.1013710707513038,16,4
-1.1777571478314954,-0.44814524308180104,16,4
1.8176130737562448,0.6917233551253905,17,4
0.8814039190747601,0.10547921612415476,17,4
-0.7065664095716139,-0.27000012696628833,17,4
1.052986065110836,-0.18245529952618025,17,4
3.4807888040727035,1.6675388882127715,17,4
1.0449825155527899,-0.11392041140875306,17,4
0.9912901900862947,-0.7665668273983319,18,4
-0.35869568432976773,0.07004663111686697,18,4
1.0768430962075493,0.07999845961618766,18,4
2.023924824713739,0.5572414478537099,18,4
2.7959645684595094,0.8426469257552864,18,4
2.487770718294937,1.3915215110272887,18,4
1.7950779578337435,-0.29503486784796923,19,4
-0.0845936245209562,-0.8869463530756464,19,4
6.018200097663463,1.275359477781797,19,4
5.467865700022698,1.5910588820453282,19,4
3.598706284608566,1.3515299054673116,19,4
2.272099102480176,-0.4802449739322035,19,4
2.3250871435205593,0.7817219900273527,20,5
1.1404635631402664,-0.20401816495226172,20,5
2.3984206357537725,0.9178361738041892,20,5
2.664284657557456,0.8495529090055811,20,5
1.5239267770809926,0.12852078993133143,20,5
3.2572301860299366,1.5523831641400974,20,5
-3.187801130229397,0.13967752707976122,21,5
-4.451734546208028,-0.7172272794203924,21,5
-5.839994716775308,-0.6859700576951852,21,5
-3.830599095640512,-0.9224863164896923,21,5
-4.001179402562255,-0.15911178749675625,21,5
-4.494459672016239,-0.9597750341332563,21,5
3.4564238360372688,0.6117343672618173,22,5
3.506404707323561,0.4314916414755381,22,5
4.52670579024322,0.4195570716870202,22,5
3.086863168239225,0.5604764091803446,22,5
3.6149691765806296,1.7588111778452318,22,5
0.8646746264563229,-1.597168397567958,22,5
0.254688346453674,1.1325972235120882,23,5
-0.6240891852280879,-0.3404719753103188,23,5
-0.7293995956427657,0.09063707430801253,23,5
