y,x,entity
2.5983385277682807,0.7503279769798019,0
5.626478831562196,1.1235351215648859,0
0.9246311319675997,-0.822293303684794,0
4.613311042414481,1.4613173396410468,0
1.8798363171492405,-0.11108501835714328,0
2.5889686529618565,0.68400839193294,0
2.715932613345493,-0.22734103142255754,0
0.21544829285982234,-1.5968057884695817,0
5.512879249385608,1.3745892805642634,0
5.700649175738214,1.317500224938451,0
0.6697399132053135,-0.3105504267481198,1
-2.6681555197688542,-1.914673274855139,1
-0.17422402538666315,-0.31462914532399683,1
-0.5771856648157185,-1.5309996719116603,1
-0.030702605042014497,-0.7778773615399607,1
1.2463239473861207,0.035394986611636724,1
-1.7411444419566682,-1.1039165935317437,1
2.0885049649256753,1.4098413908501806,1
0.8525707502399512,0.20005574837597706,1
-4.112869695185321,-2.4378760025645216,1
-0.9973544663450391,0.25400960686095636,2
-1.3578590791232297,-0.8609252761017032,2
-0.2209527689254241,1.0966146656332447,2
-3.959852529056639,-1.4213085642946428,2
-3.0285234578434435,-1.1807041012228794,2
1.2171365928281621,1.5104590883097802,2
-1.047570423086349,0.32218905377972806,2
0.48589423754926614,0.9524733542065499,2
-2.3652340151682365,-0.7018431319904762,2
0.3169099709809768,1.42794039311235,2
-2.2729308289854604,-0.6911096143575202,3
-0.8949852315635143,1.5528894432403393,3
-4.068488386395417,-1.5577050458576074,3
-1.872977207955032,0.0159908821867997,3
-3.4488342960814684,0.5652424677560253,3
-0.9950159435228281,0.6145731536568888,3
-3.0526825695932747,-0.5791587335268346,3
-0.44430890622961017,0.7885169107558982,3
-1.160324730657781,0.12011607979634167,3
-0.6026893834877515,1.349798910406542,3
-2.409132625712568,1.0146179750705162,4
-4.498312422083282,-0.7091229363310892,4
-3.860967675258827,-0.08749023522313122,4
-6.6737526627116335,-1.1335373102668684,4
-3.728888054366022,0.3333707439288078,4
-5.549895144331395,-0.17658819922517796,4
-4.122744554780993,-0.08929752052572473,4
-5.52391011595721,-0.41350840980112646,4
-4.939079459255986,-0.054788044243458976,4
-10.369969583734303,-3.8698868892765805,4
2.3721171572465063,1.2921680231273622,5
-0.88654728840173,-0.5416506930807532,5
1.5131632490156268,-0.14218851001089008,5
0.9394425045052212,0.03244172983371024,5
4.723905731296856,0.4116920083569401,5
-0.48478467974264494,-0.14016400065566703,5
0.4915672278629366,-1.8343231241774993,5
0.7599694728719867,-0.6407675460584136,5
0.6598894937663992,-0.6408622033947674,5
3.020482826784687,0.19557721180527016,5
0.12270902296041841,0.5810738883083676,6
-1.2912952940052205,-1.2307333429969463,6
-1.2773802745963936,0.18070501247989917,6
-0.012604689219960163,0.09120352719084787,6
-1.6417062395543593,-0.9308649962247365,6
1.3792412559770741,1.5462611626769875,6
-2.4685430369467056,-0.48088958377748764,6
