y,x1,x2,entity
11.981170702596264,2.0137060865824665,2.013706108356161,0
7.120999739236535,1.2083622542324177,1.2083622095704225,0
-4.7963286226198045,-1.2705320139430227,-1.2705321244986911,0
-2.0451664753432683,-0.7285731697276828,-0.728573087854426,0
5.725452169421384,0.7843129239038222,0.7843129456877523,0
1.1979004932306574,-0.012768516830393326,-0.01276841573755225,0
-0.14785945776856366,-0.3242339075804924,-0.32423394849707193,0
-5.171718301158404,-1.35832315812067,-1.358323214075833,0
-1.2529526405146674,-0.6604110508780117,-0.6604108275186263,0
0.378280589837492,-0.18297796064105412,-0.18297797642310035,0
1.1572071423253676,0.2653594115002395,0.2653594883381338,1
9.783578677760381,2.1524812482971067,2.1524811403057167,1
-0.8787392520122477,0.15509156142481076,0.1550916033730116,1
11.858725563993783,2.636941292718236,2.6369413603289305,1
0.2638853707725317,0.4398239224320702,0.43982396524818745,1
-1.2594483262944292,0.10427332939030441,0.10427339769426015,1
3.688115098615377,0.8866160883467742,0.8866162329981274,1
7.173086237416871,1.7982010059241156,1.7982010523555354,1
3.2809615511020023,0.9268485724223581,0.9268485459523743,1
0.9992655517249709,0.4834487587720092,0.483448724640903,1
2.4539772767751233,0.8797532684548545,0.8797534416528068,2
-11.79321583166309,-2.1165176749111154,-2.116517825106365,2
2.057328903460874,0.6591583524072304,0.6591582502637401,2
3.5045467487691653,1.031875241415326,1.0318751585813182,2
6.745887884660834,1.4705725225290887,1.4705725277362547,2
2.3009865563368734,0.798429467170807,0.798429412415649,2
-9.202634015538724,-1.547617220792715,-1.5476171588115886,2
-4.151302012836299,-0.5239694737637619,-0.5239694291857238,2
0.44994863013275244,0.35508009596097495,0.35508018944876196,2
1.818408130340862,0.8717078481703824,0.8717078325116713,2
0.3173137744818926,-0.34065852765608423,-0.34065865359036257,3
-5.89972662479759,-1.5855614532125377,-1.585561502639084,3
5.714600543309061,0.703614254902532,0.7036144540011616,3
1.345600885788843,-0.11558769469172162,-0.11558774053412356,3
2.4781152695391486,0.11624297125289307,0.11624296913791009,3
9.412459126534268,1.480063574909413,1.4800636079458014,3
-4.175820379568779,-1.2208984432896306,-1.2208984980040138,3
4.436835201835589,0.49545046264400205,0.49545047409160886,3
-5.336908449134229,-1.441314755236947,-1.4413146839714714,3
3.650145609197902,0.4198631969829757,0.41986318730753197,3
-0.8919441097994358,-0.3940992170479321,-0.39409915518225885,4
-0.909635621996848,-0.36757134998584545,-0.36757142370294404,4
7.268362268328335,1.1262391587524478,1.1262390915300518,4
12.171016654128815,2.2514116022011885,2.2514116814820384,4
-3.6318914972883003,-0.9944526669965914,-0.9944526076448987,4
10.127939667556664,1.5703539180092525,1.5703539280035752,4
2.034098781736577,0.22254562634241998,0.22254567680899984,4
5.313683153901185,0.8142495426242962,0.8142496904048774,4
3.373946548658589,0.4651172224132952,0.46511712965577456,4
4.292535456729675,0.45022626431631163,0.45022631007582686,4
-1.6459017243094223,-0.22537100173866104,-0.22537098754449783,5
-5.09379460263577,-0.8671771618415344,-0.8671770956457585,5
-1.2008959663665164,-0.12470471208313395,-0.12470462800743953,5
-1.2992364519101862,-0.08111495139805783,-0.08111491078476052,5
-1.7734429261087297,-0.2897387406727819,-0.28973881144971986,5
1.1483079685627338,0.5196889441676963,0.5196889860118327,5
3.822585154731649,0.6613185217417921,0.6613184161887569,5
-3.6208465165125583,-0.6219115747148715,-0.6219115187424058,5
1.6926215267885563,0.49585116503478566,0.49585109834486235,5
-4.267472593879604,-0.7351578330039715,-0.7351580365049197,5
11.715741316070437,1.452787096274236,1.452787122468996,6
5.197555785373207,-0.06544722523572952,-0.06544728767853474,6
7.989129301186538,0.753490231153363,0.7534903754346699,6
9.928367335541871,1.2159174624241385,1.2159173096999618,6
3.7073337821125167,-0.17107533908494685,-0.17107526696045408,6
3.804579070287469,-0.06267381438290992,-0.06267379231008087,6
0.7929418384296626,-0.6645535600259027,-0.664553792798286,6
5.073345613521996,0.1622159586532209,0.16221598303466203,6
7.829686460879374,0.7858880895357434,0.7858880213267004,6
4.621362608630011,-0.027002516694005,-0.027002511055873934,6
2.086822092207052,0.012358716044163713,0.012358695311973327,7
1.488565307947209,-0.026810251164693207,-0.026810052981346442,7
-1.2365788394023016,-0.5677340714844594,-0.5677340261643904,7
2.9869592594505137,0.17197058751610642,0.17197066326362523,7
1.051117827118901,-0.28309074868559947,-0.28309070985854373,7
3.0695822082294804,0.18095750269563335,0.18095755521045528,7
1.0463791419545372,-0.17598804249206418,-0.17598794563431214,7
-3.638961617486531,-1.1192242977406555,-1.1192241584116158,7
3.8654788108906617,0.33787797031492456,0.3378779424277669,7
2.2178758358407067,0.04418891604816906,0.044188792294847,7
-0.10198496884232622,-0.06576436835761441,-0.06576434288110639,8
4.548530509467449,0.9636211182767799,0.9636210529190694,8
-0.545700518502991,-0.07123360490158606,-0.07123348862002686,8
1.4982184405863566,0.2955189710477942,0.29551913240320404,8
-1.2542810743115291,-0.12868315674612768,-0.12868342540790437,8
1.6015534473933344,0.387992572184386,0.38799248119345103,8
1.8214980067824826,0.49796305112611383,0.4979630234372552,8
0.563339528201458,0.08671388120157737,0.08671382196072593,8
-9.882502173649046,-1.8255316750752433,-1.825531664434372,8
3.548494292341814,0.7940752963403348,0.7940754709588704,8
5.775921855093925,0.9011047235356877,0.9011045745878578,9
17.89871372841338,3.268067680583628,3.268067762307817,9
6.166014145534409,1.052489634175171,1.052489718683912,9
6.762257464473679,1.1324665837945882,1.1324666400874477,9
7.774607037565972,1.2267356327527061,1.2267356231340862,9
-10.644163765713396,-2.442775227678968,-2.442775249497755,9
-7.5215151499636885,-1.6638605572587628,-1.6638605728832538,9
4.995971416045474,0.6417059648650076,0.6417059092079237,9
3.8759263503926613,0.4201436202339113,0.4201437762272241,9
6.2975085259311205,1.0535639411662736,1.0535640271207396,9
1.5651862898873807,-0.06303673244381469,-0.0630368651851001,10
11.544966299239164,1.8233921124991352,1.823392036400718,10
-1.1089922590371815,-0.7530350702237315,-0.7530350823634196,10
-1.4892930330186676,-0.7686218493172279,-0.768621732822008,10
0.3055560350507789,-0.2283912370242748,-0.22839132855504599,10
-1.3190175671713034,-0.4880071770546479,-0.48800731125323316,10
-0.7582148456223761,-0.588281621132995,-0.5882817308536504,10
5.904175968364563,0.7084781730277617,0.7084782584346421,10
-1.4212487731678356,-0.6834333630221249,-0.6834334109246983,10
-4.679761975708538,-1.2591966496606954,-1.2591967597778437,10
1.6954712508845158,0.29787678059390654,0.2978767451515266,11
-0.2668075580074145,0.10081247060546572,0.1008124289079246,11
5.845002732479338,1.2446262240593553,1.244626261152969,11
2.7338357691566326,0.6402674631507831,0.6402673125557439,11
8.573054880310535,1.8031299914721923,1.80312984583985,11
-7.487757931185355,-1.6381999932338749,-1.6382001463023108,11
2.4782955856950544,0.594671436298654,0.5946716187608354,11
0.261439082001794,0.1437398112048025,0.14373966098624907,11
-7.550505936750394,-1.4539986343523514,-1.453998709180905,11
