y,x1,x2,g
0.0,-1.7363284859849437,-0.4821162195256578,1
0.0,-0.41361049256703536,0.8168519209428534,1
0.0,-0.06866830284411493,0.14844540633395437,1
0.0,1.047040170280492,0.4098830233360399,1
0.0,-0.2844315787890559,-0.7674440767390149,1
0.0,-0.3690835961468278,-0.22039368674053797,2
0.0,-0.6055178382482025,-1.7280456489256861,2
2.0,1.1022078848262973,-0.15717239031445962,2
0.0,-0.8283015703142524,-0.9783041303720879,2
0.0,-0.8068054770179475,0.5615185910928042,2
0.0,-0.07694445018920887,-0.7670272485739946,3
0.0,-0.26917398678015664,1.4181910650273035,3
0.0,0.2669111612206925,-1.2810812456873775,3
0.0,-0.2194748845793418,-1.3064557721869687,3
7.0,1.5579388633442781,0.18683797441798955,3
0.0,-0.7248723081945392,-0.3337587100253572,4
2.0,1.0821287287532948,2.4287360484835148,4
0.0,-2.9378539300136506,1.1139372587044307,4
0.0,-0.5150480341310992,1.1765459134682918,4
0.0,-0.6188744364392262,-1.9418028870052502,4
0.0,-0.2613773724950289,-0.6436429230890591,5
0.0,0.44825486228839045,-0.36947220106767287,5
1.0,-0.12383895585806644,0.18869031071105385,5
1.0,0.39011901616278594,0.43567673193622597,5
0.0,0.037146354082226045,0.48877371714140344,5
0.0,0.7141038355513575,1.10702084835956,6
0.0,0.9433733976394765,0.12575956280919134,6
0.0,-2.2514969981404276,0.015784501605450283,6
0.0,1.5403627303612188,-0.5025031911599548,6
0.0,2.222731476133323,1.9560369822112909,6
1.0,0.29088019641930857,-0.14113999909715394,7
11.0,1.5186446954860688,-0.0729219415131282,7
1.0,0.8456243906090054,1.1609870300204053,7
0.0,1.301788638921598,-0.3722892531009854,7
0.0,0.3875159748357252,0.2822860059178223,7
0.0,-0.39841684762392915,-1.0614444593338468,8
0.0,-0.9966066613904597,0.13521653246568424,8
0.0,-1.7576549027893191,0.5903110009047475,8
0.0,-1.0418945415836212,-1.4796753486395613,8
0.0,0.5153604075804371,1.7392375096645536,8
11.0,2.302724688415944,-1.6531125830636608,9
0.0,-1.1529281451502755,0.21901402423936167,9
0.0,1.0235251821308755,-1.9013373628838257,9
0.0,-1.6318171522489144,-0.36124220818605857,9
0.0,-1.3554049643446744,0.9629035866121506,9
0.0,0.5525952792376142,-0.48345999526687394,10
0.0,0.8661358339654016,-0.6238781721387855,10
0.0,-0.20923481476211023,-2.1851060558571604,10
0.0,0.34902360105367686,0.8273116934014816,10
0.0,-0.9089647779775619,1.658465971234605,10
0.0,-0.11991880891130333,0.5678738873919765,11
0.0,-0.816319703682414,0.9293970633580838,11
0.0,1.0592966591660824,1.4759559720888906,11
0.0,-0.3601700251540212,-0.3760962752373262,11
3.0,2.468256719704553,-0.14181377098872125,11
14.0,2.39010985535336,-1.2883893420528434,12
3.0,0.47283890533800377,-0.610997534411778,12
0.0,-0.1828163639897877,-0.5483854813047055,12
0.0,-0.7140466999319708,0.22079578831836355,12
0.0,-0.019586381671690047,-0.3038987771205299,12
0.0,1.7044076281056484,-0.14581572771520296,13
0.0,0.571397288950864,1.3207850576478244,13
0.0,0.5890431405477369,-0.018415506195450997,13
0.0,0.20128674185460252,-0.6051244750143371,13
0.0,-0.5695086110536368,0.22335996050328302,13
0.0,0.6142713712219778,0.28813648061869435,14
0.0,1.2746660810790935,-0.6622463163292678,14
0.0,0.5085309981121675,1.3495478499655402,14
1.0,-0.6820822179592536,0.15220922845658413,14
0.0,0.08605491721887949,0.17109183427907007,14
1.0,-1.2308541471845287,-0.795152396149032,15
1.0,0.33506168996269053,1.504564927263353,15
0.0,-1.502648405442945,0.4753076601891982,15
2.0,0.4828756165186075,-0.04558679754815319,15
0.0,-0.11321010103899493,-1.7705333821127467,15
5.0,-0.6262073216694537,-1.532715759848342,16
1.0,0.13740142902874214,-1.495041198609466,16
2.0,1.6434864798125997,0.7512659473113927,16
8.0,1.0863398526814587,0.14596600940069054,16
0.0,-0.7999412959451245,-0.2704573036450694,16
4.0,-0.0356923697571351,-0.5818552212066914,17
5.0,-0.5101095347087261,-0.9699578180597841,17
0.0,-1.6204527419212085,-0.556991180229505,17
0.0,-0.7017897235464273,-0.17704179378376664,17
0.0,0.8985586929119359,-0.03305522472940533,17
2.0,-1.7582499093221002,0.30779267888521644,18
7.0,1.4357219343029886,0.2587043434792095,18
1.0,-0.5224496991940017,0.7099749718103209,18
4.0,0.5005415117523064,-1.0448333109449521,18
0.0,-0.8088419143239964,0.899444796187599,18
0.0,-1.0699533774472854,-2.229742821805343,19
0.0,-1.2459318700316948,0.46683117462924717,19
0.0,-0.4358308947702552,-0.28399356676282156,19
3.0,1.4513498176562378,0.1369608036147321,19
0.0,-1.0135833223298913,-0.3781010745728266,19
0.0,0.48532251614434,-1.7358342891772212,20
1.0,0.1534517646954416,-2.214806205198631,20
0.0,-0.8590806784135948,0.06581444338458788,20
7.0,1.2156637881392764,-1.640551972101446,20
0.0,1.0354785667506468,1.5182679552578635,20
9.0,1.9944589736049243,-1.6177194190057556,21
0.0,-0.3418607243107351,1.00253615087346,21
4.0,0.5222545195170183,0.2297664042804458,21
0.0,-0.5404294767267321,1.232859622555877,21
0.0,0.9253623879078824,-1.4171278130551046,21
3.0,-0.159329511069746,-1.2680479482921092,22
0.0,0.7263481575864795,0.09351882940771561,22
0.0,0.9654783668554627,-0.32764879578642797,22
8.0,1.0703391813665046,-1.8263645128267525,22
0.0,-0.8601507152913049,0.9231077810332721,22
2.0,-0.5959490866873293,0.9818602623734308,23
0.0,1.1092648454451037,1.1704445800499375,23
3.0,1.667793486620642,-0.8568187276979801,23
2.0,1.1649221884410805,1.0628500135878438,23
0.0,-0.6429188986154954,1.4569770968950142,23
1.0,0.057590064403135716,-0.7035096350270066,24
0.0,0.10251300337021145,0.8175176210903303,24
0.0,-0.6125173139521985,0.9180266137815964,24
0.0,0.6079197560189764,0.13822344487729346,24
0.0,-0.7739617035611253,0.16949969942481938,24
7.0,1.7196007526486732,0.6844472856234092,25
0.0,-0.6867641631648981,0.8500027981392915,25
3.0,1.4517335703643413,-0.5899951510929853,25
0.0,0.5420468817131372,-0.5618726802655345,25
4.0,-0.02803535344107011,0.3742638621988946,25
2.0,-2.439778577695873,0.6181155151512235,26
0.0,-1.196761155664643,-0.1665908905945775,26
0.0,-2.1563407290481758,1.1852618781017905,26
0.0,-1.1686070298758917,0.22016121031286837,26
0.0,1.633701901639458,0.11343467792187012,26
0.0,1.2773859666705678,2.015951555770861,27
2.0,0.6426526737258266,0.8567423663937257,27
0.0,-3.099415102796954,-0.6442735419273913,27
