y,x,x10
0.4991492784992717,-0.3207490361082139,-3.2074903610821393
-1.1796442651850947,-0.6286702850258175,-6.286702850258175
-0.1323088967559386,-0.11647978942051088,-1.1647978942051087
-0.9887387968240476,-1.035406344744642,-10.35406344744642
3.23575133243803,1.0317396580430311,10.317396580430312
5.8526275171648905,2.266519656111814,22.66519656111814
2.3201017253162926,0.7353211877275639,7.35321187727564
2.559238968675081,1.1587955447886102,11.587955447886102
1.9158614981723674,0.2276935175212127,2.276935175212127
2.28556776725242,0.3280035215145881,3.2800352151458814
-1.1068574917222904,-1.2881142919792699,-12.881142919792698
-1.3295874678779807,-0.9012791903465516,-9.012791903465516
-0.553144082876174,-0.7291120687005402,-7.291120687005402
-1.3350414305024119,-0.751026958857259,-7.51026958857259
2.024277729627324,0.1553751858680217,1.553751858680217
0.4734189757071253,-0.24277886293347614,-2.4277886293347613
3.906464559087174,1.0134532013636142,10.134532013636141
0.27908664677537504,-0.5865777476528553,-5.865777476528553
3.053103157912604,1.1014475931622423,11.014475931622423
-2.6719948210610847,-1.6297779864715731,-16.297779864715732
0.8651259879641248,0.26354054189044174,2.6354054189044174
5.34954212722592,1.826932060784483,18.26932060784483
1.885564455349813,0.5097597344225948,5.097597344225948
1.2907001699489282,0.12104391271898184,1.2104391271898183
2.5325243981729035,1.1171254095663354,11.171254095663354
-1.1994900264112007,-1.0446167229630163,-10.446167229630163
1.8888061927219708,0.3364531239012011,3.3645312390120106
2.5779189492819605,0.4354641120562339,4.35464112056234
0.1322324907111841,-0.47565947735086217,-4.756594773508621
1.5160207614755916,0.3572336265075635,3.572336265075635
-0.670758321845337,-0.9266261319093979,-9.26626131909398
-0.12014150026359527,-0.19457409400066494,-1.9457409400066494
3.890287655989882,1.1312501549397025,11.312501549397025
-1.4133165544579742,-0.7471193328015577,-7.471193328015577
-1.6844872187671682,-1.356549430859452,-13.56549430859452
4.136722058137536,1.3994072442577987,13.994072442577988
0.7284345431613419,-0.020392499399349315,-0.20392499399349315
-0.047636719157885477,-0.4719660701632546,-4.719660701632546
3.171342581936849,1.1976257739634883,11.976257739634883
3.385187950867566,1.2674080146524922,12.674080146524922
-2.9489710011560013,-2.4863900891361594,-24.863900891361595
1.1675085820570363,0.23538641172860572,2.353864117286057
1.1941936781229352,0.05939171726369672,0.5939171726369672
-0.8025314348590507,-0.6934848553589277,-6.934848553589276
0.5227081313579409,-0.395294299317141,-3.95294299317141
1.4250817914141793,0.11963544386135022,1.1963544386135023
-1.9263049827538923,-1.2440505883752677,-12.440505883752678
