y,x,firm,year
0.6271797781822738,-0.27995110459060024,0,0
5.371348725258712,1.5687442328915333,0,1
-1.1469871924398911,-0.997816606930373,0,2
1.6640383121170246,0.6320507388378717,0,3
1.9997141691137725,0.7947364023629406,0,4
0.8609206954284919,-0.7502157679197917,0,5
-1.077029479616465,-1.2530722005988877,0,6
-0.5474225048890263,-0.7941479945341906,0,7
-1.4637205142934961,-0.8763176154946271,0,8
-1.266219397168541,-1.0852352939117433,0,9
-2.5406407849514046,-1.7861215095181933,0,10
-0.9718774091333493,-0.7074055994185228,0,11
1.8126350554907247,0.4161435073114859,0,12
-1.7126965165653645,-0.6630078263046498,0,13
2.659696973413674,1.2648553811965497,0,14
-0.6014662721843211,-0.266522729580701,0,15
-0.5635971682041815,-0.47749472739405013,0,16
4.691147002971854,0.8966962389411791,0,17
0.8348194636799485,0.028212137876643277,0,18
0.6051436750418467,0.39503142643994654,0,19
1.1603087200244633,-0.787113803289402,1,0
1.533027669488284,-0.6827103249923896,1,1
1.4980351614011287,-0.18051163801323786,1,2
2.2308967472175594,0.362482861993073,1,3
2.401025412999471,0.4309948299356067,1,4
2.0085078969385712,0.10624362424250876,1,5
0.006027095576218333,-1.1525755983035197,1,6
2.7436997608014644,0.5623692029831044,1,7
3.815496252526993,1.038349094540861,1,8
-0.8205040385410438,-1.3351890928790413,1,9
-0.28010913436485685,-0.8983995066532174,1,10
1.7134618476865122,0.4149172493001165,1,11
3.774653648805727,1.2172734574796003,1,12
-1.2042009190529988,-1.6232060648320716,1,13
0.9267793119616472,-0.09021333427168865,1,14
1.0147405329296573,-0.1638265234450886,1,15
0.5809977308269646,-0.4168199041204542,1,16
-1.0459039951439133,-2.1296906855839577,1,17
-0.17097407032384765,-0.8843648454798847,1,18
0.44050122590034957,-0.17190976679199177,1,19
2.0550777756944827,-0.28399962342719376,2,0
2.8522892146462095,-0.022504173466550887,2,1
2.6963542042923545,0.4289318390391588,2,2
0.48514043821805164,-0.03685797220793894,2,3
3.5363700399651328,0.8114001745972016,2,4
1.3689903506447836,-0.32710508392606724,2,5
3.714668676772517,1.0438112067160605,2,6
0.20987000312189513,-1.0145818349710227,2,7
1.6477570638420238,-0.6502084542684924,2,8
2.265944136510403,0.30364211978734673,2,9
-1.6665466221468972,-2.1432790129468224,2,10
3.6427052490702554,1.053876205897547,2,11
-0.710468119402895,-0.7831949082542501,2,12
2.043178374050539,0.3017959274721444,2,13
0.6050505941400529,-0.27895346458589326,2,14
0.7498687126429409,0.2710406183892614,2,15
1.3376940766366223,0.045467897124791656,2,16
2.984293718102185,0.003154433231011945,2,17
7.111790726421752,2.2202240419875543,2,18
-1.3879712760388727,-1.0453081077413973,2,19
1.9868818297162327,0.14581443361085147,3,0
4.311314109707125,0.8434302149116307,3,1
2.808781996485098,0.8972043615899425,3,2
4.090685799419934,0.6757181436681874,3,3
-1.1393216756174973,-0.9013866223376312,3,4
2.369700741471018,0.6778375352916326,3,5
3.204638816289591,0.7470804730195002,3,6
1.6930581692436637,-0.33609694929065503,3,7
-0.12115689240647519,-0.9733380712014004,3,8
2.5335177580224353,0.6677469890374901,3,9
2.8191100341649165,0.6653020653340949,3,10
1.3034056276415245,-0.1150782435199625,3,11
0.5281968090610831,-0.14516235914532233,3,12
-1.6484971882226351,-0.9944484369569426,3,13
-0.46627938823812687,-0.9749669529762457,3,14
-2.0155954500322597,-1.2678479822105344,3,15
1.2444688573896943,-0.08568978266654631,3,16
7.489765932262546,2.3503351787817377,3,17
4.749398337321326,1.6293293248641822,3,18
1.8139684031823855,0.03627331621976133,3,19
1.2946133547071683,0.14861758871826522,4,0
1.176106763239347,0.16983245802694266,4,1
0.9072604091898462,-0.034805444882716315,4,2
0.32164937740380495,-0.04273323369361938,4,3
1.185563645881968,0.2815624999109222,4,4
-2.578466882905663,-1.210866173610247,4,5
-2.9949615566279286,-1.2785520085146798,4,6
-2.8722165013884107,-2.0385353801068584,4,7
1.1437466387309096,0.4858902964436295,4,8
0.9322402837836299,0.30945155024925686,4,9
-5.680870376222969,-3.6497964173174253,4,10
-0.2817682112854348,-0.2608267392223642,4,11
-2.2889581333752544,-1.1324262716463405,4,12
0.2772257191090439,0.5909241877343494,4,13
0.06353264849525495,-0.17679481842981487,4,14
3.7379197913089643,2.14023387115717,4,15
-1.7193816236791961,-0.8334890648489169,4,16
3.1194534149716127,0.5532026189090398,4,17
2.671509618075838,0.9314910767077046,4,18
1.2191732795747678,0.5410920909482657,4,19
-0.2660369926865619,-1.5626901704924783,5,0
2.347373327576097,0.3579410591503579,5,1
0.7128993883198812,-0.6046568409185552,5,2
2.39661622735224,0.3078349669451574,5,3
5.169196764330186,2.0201311605595014,5,4
0.7170422411943387,-0.34502859512608014,5,5
3.529870566432007,0.9195382441254524,5,6
5.380176492880997,2.038356157055574,5,7
3.927381770306729,0.7928746992735524,5,8
3.2275839851398342,0.4903159773942951,5,9
-3.452741670524148,-2.156422353298756,5,10
0.47713905753223995,-0.385249977291182,5,11
1.1788115178152143,-0.3686948438687529,5,12
-1.569528045959571,-1.4035012356522403,5,13
-3.678558055857797,-2.2208475644257835,5,14
0.5967836698617216,0.2647662648153989,5,15
1.544440228147678,0.26510289405309334,5,16
1.414691524640809,-0.3935479081961219,5,17
4.048560245885311,1.3887494227272104,5,18
-0.7184271235151128,-0.640424536120271,5,19
3.7602872099413776,0.7036215655618251,6,0
2.7531641359567933,0.12416668753711065,6,1
2.3299282425287107,0.5025530798992639,6,2
3.476471016925885,1.2290743133482045,6,3
0.8022802762283707,-0.19605899453396192,6,4
-1.2206205640052186,-1.2113473367044238,6,5
0.19137520097272848,-0.3409032642586556,6,6
-0.7540764443821613,-1.3671300650001088,6,7
3.886993274783432,0.801979235585833,6,8
-1.0974286271841092,-1.056835846720295,6,9
0.33369490743279706,-0.6312994520390476,6,10
1.7858723918435517,0.43282546055301785,6,11
-1.6054596449813592,-1.286990848266357,6,12
-1.1469150982668284,-1.1254791517798193,6,13
3.36356038916621,1.2632499023722543,6,14
1.0934443100441635,0.45013883385640374,6,15
-2.850383919808547,-1.755189386733143,6,16
3.2456357820142645,0.9323430683139596,6,17
