y,x,g
-1.0119499557346436,-0.731920893418389,4
5.545909080821475,-0.6433693504007266,2
8.42453309616297,0.7279076414342369,2
2.662209833017034,0.5330230749714887,4
1.649313230241706,2.2239353757517546,3
-1.8534275184894913,,1
5.369951096124959,1.40406258340905,4
7.785484470166426,0.5906194470567036,2
3.4354904497744903,1.3651917340501853,4
-1.6387259853613279,,1
9.261332263435108,0.9481495945105299,2
-3.602273725780094,,1
0.1535532606848108,,1
-1.6839355801419513,0.3354547269885249,3
0.9219158119974155,,1
1.3383430843829465,1.6098197644555137,3
2.022762165575742,,1
8.07560549573667,1.593805534968089,2
0.15846687146602578,-0.9326151655542655,4
8.192577847343955,0.7030313062607704,2
-3.57509872924618,-0.8040667726200251,3
9.485265438385328,0.38834528733464374,2
0.7700075292188691,,1
1.742781342713124,,1
-0.9588841443102137,-1.1374113163373438,4
-2.6166366415806896,,1
-1.9721463057329072,0.20204495442748258,3
1.3342316910797978,-0.10721316626713179,4
-7.317674761774991,-3.2037563632508417,3
0.4248007532330771,0.9127198988566884,3
-1.9440807223801206,-1.26847591133972,4
12.144806419654406,2.3270604366681167,2
-0.08206313931056963,-0.3978814643181342,4
-3.8258358793342144,-0.7828255400760713,3
3.4819256414170847,,1
0.3590696367465718,-0.5735903040369434,4
-3.8039603052623,-1.909572049170263,4
1.5017923856829438,,1
5.568205765495113,1.74416311721184,4
3.0224447059770903,1.4849262791934565,3
3.4016007699770237,,1
-2.8541317209376227,,1
0.728293950048464,,1
-3.000409171471537,-0.920491967834588,3
0.174561344713426,-0.0598262367999917,4
-5.935346805451221,-1.4004838335677916,3
1.798030740632484,0.22811382589192283,4
0.013401055990131638,-0.25951949541948205,4
-1.2768278573036491,-1.5126300738019054,4
0.0721067561600407,-0.1928289783975967,4
-0.7090255466586887,-0.7902292705232083,4
4.907212000252943,-0.9733453535223627,2
5.92797204622782,-0.23683418155725675,2
-1.3272949512339474,-1.5394584339522002,4
1.3992561442545233,0.17939707574174402,4
2.148020446422983,0.4481074933915353,4
2.1447127262025116,1.0290275696961386,4
-3.5248269250633317,-0.1276985773571309,3
-4.212469297913129,-0.2698987817507976,3
1.237730537005375,0.10811951640161316,4
-0.16017757944094824,-0.06726029343138613,4
3.567208744633966,,1
-2.079822805803629,-0.7943371785204638,3
4.186832189184873,,1
1.250101949838912,-0.4001567377896177,4
-3.272889337762674,-0.2731962338650928,3
1.3930171718416793,0.18381808248724227,4
