firm,year,y,x
1,1,1.4110787674933256,0.22958209996460624
1,2,1.5322792625198736,-0.911740572969531
1,3,2.3883909401428673,-0.4759018277627292
1,4,4.200427021280406,1.0455424092592704
1,5,4.434034120388639,0.19126383109056577
2,1,3.189864387916269,0.06557003978133037
2,2,2.521412777716426,-0.5023221624469386
2,3,3.2747418412220877,-1.1990703161463645
2,4,5.210096616255557,-0.2709640792565081
2,5,5.406467725413159,0.9021463405274014
3,1,2.0567283585975105,0.8640236443929472
3,2,2.4893871482555268,1.2005831051497065
3,3,3.8765433758894585,2.2605585427776083
3,4,2.281081895868112,0.6803453211090438
3,5,2.2117757826296613,0.808800772699462
4,1,2.0232264697596856,-0.2611498520338649
4,2,1.7080155405749509,0.3436849068395606
4,3,1.817599275582212,0.5952336422828719
4,4,0.8946600558438061,-0.5546540435044763
4,5,1.6801869536609046,0.7513590748627853
5,1,0.6513920858486151,-0.4506051411235566
5,2,1.1184231096958175,0.11009064569276282
5,3,0.36803369468021957,-0.4161535978685165
5,4,-0.23994809268150252,0.3378372788493459
5,5,1.3298382601972363,1.69752384002168
6,1,2.183546302248748,0.6605295258938316
6,2,1.6929147845851455,0.13023903265120512
6,3,-0.7807412162436176,-1.822328929170098
6,4,1.2695550404939293,0.30863766262926295
6,5,-0.799602542325074,-0.9696941950359118
7,1,0.1811035906737507,1.763992477333519
7,2,-1.1229744114245974,-0.33946700872283636
7,3,-2.41789376330216,-1.2205266946332858
7,4,-1.8657555465940312,-0.837675815225945
7,5,-0.9099821972573928,0.3171286630913449
8,1,-0.22532410754624277,-1.98178127214781
8,2,2.1209795433678638,-0.1867488717685134
8,3,2.580127281066586,0.37681440108096054
8,4,2.010152492026963,0.6239717807718711
8,5,1.4132614217149426,-0.3783453613754821
9,1,0.5238522361102202,-1.0300242077897013
9,2,3.2262251717406327,0.9637152081744977
9,3,2.583693080919201,0.49252485607573426
9,4,0.7383307775022707,-0.6418951812504535
9,5,2.8311956110714087,0.1657169809661767
10,1,-0.661205321618546,-0.20674155424076207
10,2,-0.2950819264192433,0.6831509609194776
10,3,-1.342382255368216,-0.9678309226304631
10,4,-1.8436919243990133,-1.3012375496063062
10,5,0.13490702196284582,0.3208245996589809
11,1,0.6092535376008844,0.5197840608507699
11,2,-1.2180197062892035,-0.4841989131872136
11,3,-1.1068210365913096,-0.13984638380874287
11,4,-2.2023710614929937,-1.5961594852053043
11,5,-2.6020440081789094,-1.316030499630566
12,1,0.576070871373646,0.008746988068900521
12,2,-0.40017273322992497,-0.28153157608330925
12,3,1.1281225176937308,0.5072212761595508
12,4,1.1647453936298473,-0.395586968912082
12,5,2.4124984661750015,0.645018952086029
