y,x1,x2,entity_id,time_id
3,0.6752991727442559,0.5250030447012171,0,0
0,-1.4351781824959298,1.798015453145497,0,1
0,-0.2962554194939428,-2.105661158259775,0,2
0,-1.3251929469549775,0.5787542381932971,0,3
5,-0.2114843937321146,-1.494149141757639,0,4
0,-0.407008388036941,0.44305922772292283,1,0
1,0.5346697328680625,-0.7076455301892204,1,1
0,1.0402293861198186,1.4527237755196927,1,2
0,0.9375965870799595,0.43771880129244645,1,3
0,-1.6156265458293793,-1.951147616552673,1,4
6,1.3711422259506845,-0.4722861842053438,2,0
0,-1.6076725560783842,-0.5888432238139051,2,1
4,2.9165815635105434,-0.8051420850693717,2,2
3,-0.2550334978385841,0.11819631855067012,2,3
1,0.468693132256095,0.6087253747813429,2,4
5,0.27590170258081526,-1.336721696209564,3,0
0,-0.40870137669657647,1.695650107558153,3,1
0,-1.5156995257085808,1.6116902273356273,3,2
1,-0.679402088744652,-0.15891807538382732,3,3
1,-0.8082768381855591,-0.2754147726449426,3,4
10,0.8457732048944538,-1.644116432131402,4,0
0,-0.7430186511504945,1.6897020951091641,4,1
0,-0.3788535399719275,1.4693513256450608,4,2
2,-1.544652939243219,-0.7703369728182039,4,3
3,-0.6306177638808506,-0.20021461858823913,4,4
3,1.0302254045644936,-0.11131460094851477,5,0
0,-1.388335328872421,0.031996087698997006,5,1
1,0.30854400164577234,-1.4005050033670605,5,2
4,0.5173444973586716,-2.5672762624208696,5,3
1,-1.2530024166104996,-0.894575849132632,5,4
1,0.3161530344404195,-0.22310670520863085,6,0
1,0.07740573087118609,0.4082733902356039,6,1
0,0.6044758885023358,0.06141276429590682,6,2
8,0.6039758418561767,-1.7133978900986102,6,3
2,1.1878184994249286,-0.5625231745062567,6,4
1,-0.640453251904073,1.2983395215909252,7,0
0,-1.6683250567514358,-0.9054052508423233,7,1
0,0.45970939819337253,1.3184790546286398,7,2
0,-1.835083485168739,-0.12696569411854838,7,3
2,-0.3746389762938426,-0.864994001329159,7,4
3,1.824688499786169,0.8629442691522224,8,0
1,0.2520119854378132,-0.027966118232313972,8,1
0,-0.8980866624827789,0.6641982199603114,8,2
0,-1.2252522609491936,0.9612788937683543,8,3
1,0.6100521147103144,-0.6362300847735793,8,4
1,0.020290720795584517,-0.7049472546065984,9,0
4,0.5917929181027677,-0.8291937967956168,9,1
0,0.07482873681876401,1.025342971854294,9,2
0,0.374078398932756,0.22139415090724357,9,3
3,0.7314948443186806,-0.0016014163396170934,9,4
6,1.7430657442440054,-0.8767786915429447,10,0
8,0.7621997542821953,-2.495249282026969,10,1
0,-1.2510221806607398,-1.6841178913101693,10,2
0,-0.567406380413489,-0.7518998881463915,10,3
1,0.35174366500657994,-0.23222601437722443,10,4
0,-0.1708913785133393,1.5042059507715608,11,0
2,0.6286597959574309,-1.0324529316950988,11,1
0,-0.3921950599979331,1.3958715803374329,11,2
0,-1.583629998849793,-0.2047484365477427,11,3
3,1.9256479461447216,1.1795462017560066,11,4
