entity_id,time_id,x1,x2,eta,y
1,1,0.3378674156566945,0.3478883858354931,0.22700059410768583,4
1,2,-1.7326359362674497,2.025317685557027,-1.3953513367569232,0
1,3,-1.107413488390942,-1.0047090363690803,-0.022230760144531708,1
1,4,0.6486427946493835,-1.6486654978269064,1.0811821428858701,2
1,5,0.0193854877188753,0.4148696307499323,0.044316194418722504,3
1,6,-0.686506563632513,0.09060644840326386,-0.19513771743563768,0
1,7,0.23333103744396022,0.10473590311170923,0.2598357739546431,0
1,8,0.8016686437047886,1.4184947571623934,0.08418897816731782,1
1,9,-0.9286722009995079,1.2600192844204574,-0.7255150287251528,0
1,10,-0.47770309568353936,0.6173774040891966,-0.27510581795122735,2
2,1,-0.4902894464806639,-0.2632328670531242,-0.6770211430843682,1
2,2,0.7346085202211122,1.389607371010311,-0.6430662430556824,1
2,3,-1.7386204483152854,0.8870496337292086,-1.7037855192754954,1
2,4,0.616985850546382,1.9590829093172821,-0.9011940163004875,1
2,5,-1.1980188673753074,-1.0478965328316352,-0.7562535705092113,0
2,6,-1.3387021261215266,1.635970726887552,-1.7659487407840362,1
2,7,-0.6196215502503963,-0.6710539133682585,-0.5989498287589375,0
2,8,-1.0282806391042507,1.0855455596279038,-1.4180891887345215,0
2,9,0.959668675921134,0.5488297049316498,-0.23626398207814014,1
2,10,-0.2484028234796509,1.1601042501180152,-1.0542458225937605,0
3,1,-0.9035949236571953,-0.9935154375782839,0.45420770170666447,1
3,2,-0.8065027635498401,-1.138481553408024,0.5534919223007512,3
3,3,-0.3556148262519357,-0.42912827642161033,0.5306622440044586,1
3,4,0.9117096857725517,0.9783096580327347,0.6717212229576816,3
3,5,0.6887525754945338,0.7658341609488304,0.6346090917980391,1
3,6,0.247456642874991,-0.8526651439255978,0.9804358821943174,5
3,7,0.047239317486260396,1.7591311048097968,-0.03380146755743588,0
3,8,2.058723737930259,-0.204771104354157,1.6593065158719473,3
3,9,0.4195830895003515,0.4463801042586971,0.6118332686424947,2
3,10,0.025494080194306493,-1.8911952394162854,1.2329401342757158,2
4,1,-0.7207970569083385,0.7691207799698797,-0.09519849249470841,1
4,2,-1.7951760007056352,-0.4404804830563392,-0.2090275223341802,0
4,3,-1.5914242922414423,1.361721124289949,-0.7379222306732844,0
4,4,1.461913738534551,-0.7604796477997509,1.531517054946107,10
4,5,0.9111567433945894,1.1138303463966595,0.6001300594073826,1
4,6,-0.5946443308291949,-0.8092037918151325,0.5202914706696176,1
4,7,0.22701434658457542,-0.7616597856902991,0.9144804072328112,2
4,8,0.3741734152147619,-1.5650979667653404,1.2692633049241688,1
4,9,0.6518283497304065,0.860397443417127,0.5591673786181275,0
4,10,0.025359357002482524,-0.5061671604414529,0.7242304936046684,1
5,1,0.07990346190492803,1.0103875380379101,0.20530395201786944,1
5,2,0.435491117827657,-0.3946323942226468,0.8748547562704289,1
5,3,-1.3971495012149104,-0.1388602003476156,-0.13098582110711576,0
5,4,-1.6385416592662119,0.7606277594522853,-0.5665026860627318,1
5,5,-2.300279460889581,-1.6810552632907687,-0.042782528914347404,2
5,6,-1.5808754541817795,-0.7544506137072848,-0.007392152914666092,2
5,7,-1.4024556015818352,1.2173833157941347,-0.6083241019401908,1
5,8,0.014217264715669992,0.12941221713548612,0.4808022157390888,2
5,9,-0.20723539989717105,1.5918373221046684,-0.14177290330654546,0
5,10,-0.42126689587560356,0.7307994678856853,0.05257459768088239,0
6,1,0.229648424980955,0.06391491805103222,1.3331690278490478,2
6,2,0.42547770330491896,-0.6304752779062743,1.6741202355960871,5
6,3,0.07458274053405159,-0.5289769009186748,1.4631483222649937,3
6,4,1.1319360664904148,0.06945152185896407,1.7823750372710017,8
6,5,-0.38469046086423864,1.7621470820631815,0.4316183275221989,5
6,6,-0.23704698536564842,-0.9883143998466196,1.4681015839399243,5
6,7,0.09997883585067734,1.1493964440854278,0.8884156991718706,2
