entity_id,time_id,x1,x2,off,eta,y,w,cl
1,1,-0.6076254525103072,0.3346848491102806,0.38251586227991285,-0.809011432767187,2,0.5310056147326297,13
1,2,1.3838612812468878,-1.1801381006118579,1.4424879636171233,1.426261099503436,5,0.5801071651544112,8
1,3,0.727292620618411,-2.50984146102195,1.0711087528082346,1.1246802645456797,2,0.7120616443138844,11
1,4,0.30183895369254315,-1.0466787535204438,0.3889137734429602,-0.0934868584653184,0,1.8858546311959792,15
1,5,-2.444874069033279,-0.3165023639832136,1.4226356258787485,-0.3409943125041668,0,0.7462339762389139,10
1,6,-0.4732817595868049,0.11750546797582377,0.5140595895676224,-0.5694353830264623,1,1.0518603664164687,10
1,7,-0.2692163722607924,0.25573314335070657,1.1083054434060327,0.07187970689863232,3,0.925500957860858,3
1,8,0.0017086310798576252,-1.1494159415255227,0.43197491684842915,-0.144793547103654,2,1.5086028764846966,12
1,9,-0.33724632376233055,1.0058573047448298,1.146685450408204,-0.10448330704834241,0,1.8108145200761878,11
1,10,-0.05307417113749043,-0.17919608526326458,1.2507059460223091,0.40946939711772223,0,0.6636807689207399,19
2,1,-0.4334732925562846,0.31361619310593836,1.13332671553632,1.8074695427855971,6,1.1798483107282967,3
2,2,-1.0303766682438482,-0.0856009186706277,0.5398227304288937,1.0750084853472872,0,1.0322985377671898,9
2,3,0.5342176059713364,-0.9461066984493924,0.7843943540471674,2.160544263596326,8,0.6946431748845143,3
2,4,0.7647324343736085,0.18266054206284799,0.5143316546367319,1.7004956854187392,13,1.5354824191036336,10
2,5,-1.1792384682290582,-1.5551270371959718,1.2823583138655759,2.125380878421221,12,1.2869723555051447,17
2,6,-1.975980411678062,0.18481353005353293,1.0094797013084336,1.0988203466721012,2,1.6901357174534002,3
2,7,0.21264763252253488,1.58792039635427,0.6797699990046298,1.2937851454733518,2,0.6307065197190372,9
2,8,0.7615384582562159,0.12120830394824973,1.0940224773114804,2.29427197717518,4,1.6240397365668102,19
2,9,-1.132271803682679,0.18400204763601508,1.4143544972105533,1.8413814563767534,10,1.5367470222306654,6
2,10,0.698361879830834,-1.854162475664848,0.6460403491666968,2.314861912563518,6,0.7389088692455873,17
3,1,0.01768549348548244,1.3433707458243629,0.6776073411514145,0.36908434417516667,2,1.352470528496163,18
3,2,-2.637225375466546,1.3641662672265478,0.472496867296857,-0.9031893576107484,1,0.6170568239717664,17
3,3,0.6567642753391412,-0.6620837079093874,0.5123123793323227,0.9607845085309759,3,0.7328110678186208,1
3,4,0.32018512119989456,0.5617724120752062,0.6703281136920672,0.6782045512388734,2,0.5283673891770011,20
3,5,0.16020934886818403,-0.44781589385078724,0.9034852932989101,1.0997684983945304,2,1.6848931238369826,7
3,6,1.676712214267247,0.27564262301343134,1.1615091401882602,1.7835288622274512,7,1.8367574791283663,9
3,7,-1.7194258775163807,1.1023369376709684,0.8656621486329084,-0.0774469447057361,2,0.5998593441667913,10
3,8,-1.368782573321085,0.766783964087744,1.086473316709453,0.3675097884447327,1,1.328090149172267,2
3,9,-0.08909353256113568,-0.017884269613779112,1.4683576136284842,1.4574367600931246,3,1.2712714457661507,2
