entity_id,time_id,x1,x2,eta,y
1,1,-1.4099701347703828,0.5971870356031084,-1.452597801034164,1
1,2,-0.3933580743771384,0.05608925541465499,-0.88302189434515,0
1,3,0.19635132742605732,1.3060955648480694,-0.8595124797596548,1
1,4,0.6978389109687881,-0.5472732420310539,0.726681070662068,4
1,5,0.47626005147553774,1.0981882576069686,-0.32495047555145345,0
1,6,0.8628671400587405,1.0663116381796511,-0.8567968822197631,1
1,7,0.14032560668498745,0.17783967862723837,-0.13064811573624774,1
1,8,-0.9509167262471777,-0.6389447641951829,-1.3634935337011678,0
1,9,-0.2865556275767547,0.10665612208068115,-1.022260350730246,0
1,10,0.04969260978488938,0.13828274297464893,-0.611652395252048,2
2,1,1.323544299492236,0.08592405347320571,0.8691329973318468,1
2,2,0.3620130583941847,0.49577305189343185,-0.1285557883173882,1
2,3,0.8096239503520009,-0.5971112329963523,0.7468507580901589,5
2,4,-0.28770037673847804,1.8411963382128476,-0.34291338910337366,0
2,5,-1.5081667269947054,0.4768725444352333,-0.7899633124084267,1
2,6,-0.29891422012717256,0.014294454682783451,-0.6559418799760852,0
2,7,-0.8677906390390958,-0.26285362797238043,-0.08212359557437149,4
2,8,0.4611757522256757,-1.0456513218109027,0.12356152138531096,0
2,9,-0.7027048603809514,-0.4147389344101668,-0.5862749228599461,0
2,10,-1.5505781939134053,-0.021622025997563563,-1.030736024925661,0
3,1,-0.4330560536200878,-0.26847624642801227,0.32640944549381623,1
3,2,-1.2835926050247481,0.527642315905208,-0.7591903519045821,0
3,3,0.3981485241724576,-3.259168041332878,1.9342647657859195,7
3,4,0.5183673217361847,0.19730941029277516,1.1677585412183293,7
3,5,-1.2394959574145419,-1.561248193079069,0.5559639844142688,1
3,6,1.212639400436128,0.15955300284489546,0.5623634131659265,3
3,7,-0.18513476779146115,-0.39254007555058906,0.7488210462743692,4
3,8,0.2604162316516903,1.321460696216589,-0.5742624581012007,0
3,9,-2.192614539088798,-1.8953434737391677,-0.5185023742841772,2
3,10,-0.07834216651535847,-0.5746728643595909,0.44330246692685427,2
4,1,0.25934733330256304,1.2453528442949753,-0.6438293218163306,1
4,2,-0.24586364143097217,0.26647291865275996,-0.8122343780218794,1
4,3,0.463316116983535,1.2092871176686835,-0.5941659053026009,0
4,4,0.11589131620193595,-0.9397683694364762,0.6009548866149385,1
4,5,-0.1823053384648189,1.5958027173080456,-0.8526911715452854,2
4,6,-0.5104619773718443,0.058813189228232775,-1.2113506512467338,0
4,7,2.0068553497628536,0.6236494208900195,0.8773901550561722,1
4,8,1.009561318993592,1.4546634167244212,-0.9582056570737348,1
4,9,-0.8826824554301931,0.9625520844337501,-1.6558505105327237,0
4,10,-0.7091451817994241,-0.061708759531930064,-0.9205141473491916,1
5,1,2.309446231400222,-0.3927149837706216,1.9841625063504886,8
5,2,0.8826465016043065,0.635162752838905,0.4601011322068146,0
5,3,1.322599723928271,0.03061809985454162,1.1355772240718822,1
5,4,1.3064684135483369,0.47118222685210737,1.4936262645893303,3
5,5,-0.35232474051057633,0.5214293719403763,0.2177518834563126,0
5,6,-0.25792266233509253,-0.5972554987592892,-0.054694228947689105,1
5,7,-1.5602258284613748,0.7852285970640289,-0.5847848642659836,0
5,8,-0.7976894022341724,-2.1146825458127494,0.12788765328645968,1
5,9,-0.0604077959059079,0.5311627619037492,-0.24722462772416748,0
5,10,-0.11675188391902012,-0.3969379060191815,0.31171884805593614,0
6,1,-0.9786757010393463,-0.30794038481426383,-0.9225959999142782,1
6,2,-0.5605023240682094,1.803974760446222,-1.773288473458104,0
6,3,-1.2654982471026779,-0.007711788253115129,-1.301925110522107,0
6,4,-0.39803763629918687,-0.4030178928595287,-0.07937282465301199,1
6,5,-1.4041982934606365,0.39834792280866643,-1.2641151758795222,0
6,6,1.1477580901671651,1.2255111499851792,-0.8403679441626044,0
6,7,2.6923350758168922,0.5209940144017586,1.172470004147402,5
6,8,-0.08895684721084567,-0.4910868379958159,-0.9962866040448003,0
6,9,1.264125722546186,0.05381471324087539,-0.1615408044062443,0
6,10,-0.1125808671151386,0.45801583503940874,-0.9277355455036536,0
7,1,0.40725655524768395,-0.3782188246473412,1.1979947185722502,7
7,2,1.5140146880912908,0.2902877543917752,1.3378165250404537,4
7,3,0.8532594187868662,-1.0933509711895553,1.664505150967275,0
7,4,-0.9609862918650836,-2.0853435755508842,1.5167082438650714,5
7,5,0.41628352577596567,-2.3791611521319025,2.2000975344197458,5
7,6,-0.02379050819309313,-0.8614679599722196,0.5524145295852794,3
7,7,-1.2581957413230593,0.7298668310083894,-0.02047762399814196,1
7,8,0.6084761618273846,-1.1599423406327891,0.9506353912140064,1
7,9,-0.6768510586443096,-1.0737456911082492,0.38581727740018745,1
7,10,-0.9306179003406019,-1.7330955407343376,0.7188067736516461,2
8,1,-1.8063719256065414,-0.4793398216429676,-2.273917865850302,0
8,2,-0.20448122313760755,-0.7544764794121545,-1.4595592228835812,0
8,3,-0.6517009893672878,-1.0390475235970649,-1.4443763676704815,0
8,4,0.6107591861207001,-0.4158001032076406,-0.39224575298902375,1
8,5,-0.11705137601332216,2.508940616607101,-2.2593280088576964,0
8,6,-0.8194244856208651,0.658369328531171,-2.717084666981008,0
8,7,-0.09939953420076653,0.06744250267154403,-1.244414063098296,0
8,8,-1.0315160669320196,-1.3986008924860742,-2.12208042000859,0
8,9,-0.3411708187133239,0.295701137523561,-2.144737204802213,0
8,10,0.5595946557122708,-0.8089549506221668,-0.9409058234697664,0
9,1,0.4567849196286084,-0.7575907032724517,-2.4367897260554097,0
9,2,-0.4196271810927565,-0.36033056258184915,-3.3783714843867836,0
9,3,-0.3455450688214339,-1.273751379730951,-2.798867592887406,0
9,4,1.5689769836909462,0.35961902111350313,-1.759549044173324,0
9,5,1.4702333568302468,0.03124922660706879,-1.9479469331495325,0
9,6,-0.2758907823577984,0.7458128523751971,-4.058008174558769,0
9,7,0.42148825134482215,-0.572175369408779,-2.3081005629368043,0
9,8,-0.4706792827225365,0.24441995736695113,-4.074853009422101,0
9,9,-1.0277242914777558,0.16277058710424108,-4.135563388291135,0
9,10,-0.9059234927793537,1.0590885039181177,-4.1995004143788455,0
10,1,0.3825242149763046,1.25476591521519,0.27407490566693293,3
10,2,-0.04561465314183893,0.2127693283848478,0.1771597779058697,0
10,3,0.7830464411442044,-0.733524683034662,1.2225603363222433,5
10,4,2.033879390606671,0.6163736600983764,1.9770542462909426,4
10,5,-0.12844696373147804,-0.45325359239097013,0.8470097040214297,3
10,6,0.6400308998849322,1.0238906831522658,-0.05932259561517689,0
10,7,-0.7131835572720862,0.3431079253077625,0.20534673591521552,0
10,8,0.3944381334194667,1.7435098178712076,-0.5950548020298203,1
10,9,-1.7236175517413652,-1.1411068844760013,-0.471184653908422,2
10,10,-0.5836975570920276,-1.0624672229794752,0.40282113970136857,0
11,1,0.35922536045886144,1.0203182435357399,-0.3115104985202821,0
11,2,-0.7657932922676549,0.5456347618031268,-1.0534787390854605,0
11,3,-1.1430465567724204,-0.5359379013141662,-0.6775153352644591,0
11,4,0.34053108250877,-0.6956624123232005,0.8204745302523038,2
11,5,-0.05133452242884516,1.4158084337670376,-0.5197328018087228,0
11,6,-0.24976563289421264,0.06998290525663231,-0.8770225642729395,0
11,7,-1.513434712610225,0.1652415416034468,-0.8690425639544705,0
11,8,1.4283808133415006,-0.5058908656668423,0.25968591919009076,0
11,9,-0.05697064343467549,-1.0387079520463773,-0.17754124204478705,1
11,10,-0.45292692158734066,-0.6272104389041533,-0.3582043527744771,1
12,1,-1.1796115610925335,-0.044713283717147556,-1.0566345977767502,0
12,2,0.15922786559926871,0.7471935777881279,-0.8269241279860933,0
12,3,0.7357006685559773,0.48606223745536625,-0.20690161280201996,1
12,4,0.44005994127646714,0.9666599777790134,-0.032571667754749956,0
12,5,-1.0859678014985392,0.6927412311319968,-1.0991204454233092,1
12,6,-0.07840718450667003,-0.32026137269282756,-0.8659443412874163,0
12,7,-0.3506105960729431,-1.1243757876220006,0.09666428043129122,1
12,8,-0.9985857195285857,0.10414649408357117,-1.6883435016589126,0
12,9,0.6712101698982361,-1.5352568088600609,0.21015223145364703,1
12,10,-0.8896134279145501,-0.4271928364034985,-0.9480578547978511,1
13,1,-0.2674638706533343,0.10188805071946025,0.24203646018194086,1
13,2,0.6597211324503541,-1.3337361539540065,1.115766702291227,6
13,3,0.5195435966639922,1.5686266840424337,0.04040134289777692,0
13,4,-1.9510134229318923,0.6796540580386444,-0.5423903409138028,0
13,5,0.37647110875509643,1.154032215842535,0.40384948431447165,3
13,6,1.3499560306692482,-0.5280553584315283,0.8842141595834299,2
13,7,2.8756507725448612,1.0276244439048374,1.9816439864610533,7
13,8,-0.49626296186462726,1.8978080100826944,-1.2943914759903719,1
13,9,1.371548732138933,-0.6451082702961954,1.084318930842334,3
13,10,0.22795310480686656,-0.9816311154932169,0.7542803539407013,1
14,1,-1.2331781273153402,-2.997759289672277,-1.595844879102529,0
14,2,1.3335276337688595,0.12951715675320274,-1.5635624426445152,1
14,3,-1.2070287879625452,1.617756357685996,-3.513505678779532,0
14,4,0.8398949680834323,0.9696696754971764,-1.4821632747319824,0
14,5,0.289928388707956,-0.048602973103772304,-1.665333793579251,0
14,6,1.6229345512385263,-1.1722126303744624,-1.1926475407417911,1
14,7,-1.0931552175040735,-1.2060137444958647,-2.0044960536519882,0
14,8,0.6529626753778485,-0.26859784284575,-2.2366054739174706,0
14,9,0.6839447195089248,-1.0225419699749487,-1.6755817183081314,1
14,10,2.751761972536109,-2.5900691242298297,0.4136291566289301,1
15,1,0.19056735648929235,-0.2160374743539733,-0.7304165793911107,0
15,2,0.05135550494194575,0.06515927427834368,-1.1832528313947592,0
15,3,-0.25403491165066455,0.4304239985189102,-1.3429066737696085,0
15,4,-0.6617406663481733,-0.691577289178966,-0.5947761339645284,0
15,5,-0.36056208055557504,-0.7016724141995779,-0.6705305631430869,1
15,6,0.6567943763842479,0.41933268280647723,-1.2850800353707736,0
15,7,-1.045110354484186,0.31104420935565036,-1.458622581824701,0
15,8,-0.46088113562634025,-0.3129003087526742,-1.7633210386012532,0
15,9,1.5614126568071167,-0.5812169461077681,-0.2017612299201278,0
15,10,-0.48449214309825783,0.20289002953117666,-1.5214372387001318,1
16,1,2.895354562634457,-0.7025899612214356,1.1732718686763712,4
16,2,1.551404365162942,0.139474060489556,-0.22675430011324868,1
16,3,0.27150965513439185,-0.3567831723980901,-0.6265019356983765,0
16,4,0.3715351167245052,0.5961590625087925,-0.4037100751626267,0
16,5,-0.45836813404249743,-1.0463832547011336,-0.5051347294012201,0
16,6,0.5197166424073624,0.6821674934379154,-1.3862654703760822,0
16,7,0.5410193784661197,0.7787459198275192,-0.6078302966098672,0
16,8,2.018901096507795,1.1069886395426762,-0.7572121490055141,0
16,9,0.4857220611380989,-0.2537664477802819,-0.891960657019135,1
16,10,1.0283023694628406,0.08937869638066583,-0.48216086826987037,0
17,1,1.2068660901744364,-0.3432277760407296,1.3883170945070218,3
17,2,0.4293413951805674,1.004680971046559,0.12580833705347086,1
17,3,-0.5212039574146462,-0.30094258455776074,0.24741684501501418,2
17,4,1.2446856823819321,2.131042181949338,0.8781101998345564,4
17,5,0.441135051356898,0.7925501443715283,0.6708770055882978,1
17,6,-0.18192660185798154,-0.6706570883836016,0.10576159917226374,1
17,7,1.3103358461851138,0.4437910875761689,1.359624700301015,3
