entity_id,time_id,x1,x2,eta,y,noise
1,1,1.1603889665817477,0.23625412196671394,1.3684866468955625,4,-0.8402600319946554
1,2,-1.3640472618034316,0.7502231939489206,-0.4730776734365211,1,0.2927004837967748
1,3,-1.7460108815110846,-0.9189323776501032,0.13673512741911803,3,-2.1885855854160847
1,4,0.1387413966154473,1.64362858383271,0.4812563778726637,0,0.22381723468280545
1,5,-1.4822703208598422,1.8850728538422754,-1.5809620357531906,0,0.17864411623694673
1,6,-0.3788907292795548,0.18831135777046795,0.045411751923713384,0,0.6678665004757379
1,7,-0.892255700833853,0.8127891343428206,-0.7721231861299303,1,-0.45647788041136544
1,8,0.22857162722511623,-0.23585161909675742,0.4938750358174454,1,-0.25757043074386704
1,9,-0.8711404338680455,0.5189930575471948,0.6178688033452531,2,-0.8484920902851351
1,10,0.6168817570699954,0.2741030647063641,1.3621611279074677,4,0.1779050580409285
2,1,-0.29723464146301387,-1.4261003491387603,-0.832605823248014,1,-0.433731912121343
2,2,-0.0770863096044365,1.0368097713818958,-1.8069958268492237,0,-0.6644215102884429
2,3,0.8996407199825541,-2.0274312428675896,0.17606554064338648,1,1.4364254356064656
2,4,1.183880633216866,-0.3952899752809723,-0.0675527502799213,1,-1.998306058180661
2,5,-0.34155462299668143,0.054623033321351475,-2.155812782585834,0,0.04529527588870386
2,6,1.0227174799264303,1.7181363172318522,-1.717013400096159,0,-0.896173703238424
2,7,-1.0697961450816622,-0.9762883408647587,-2.1544765563544934,0,-1.4229684563466996
2,8,0.3150304661313169,-0.6339685447507966,-1.286462984336128,1,0.7958144119880821
2,9,-1.5035468650380686,-2.0253381377817545,-0.7353026709840903,0,1.023170726576747
2,10,0.07735794328694702,-1.1021008603726472,-0.4025316840896662,0,-0.2703967525365414
3,1,-2.2098539235215244,-0.17366281072569337,-0.945246515978712,1,1.0809742839527683
3,2,-1.400007366123666,-1.515481042268368,-0.04392624343102036,1,1.007411297154374
3,3,0.17066830192932342,1.324679119019462,-0.06625616307373755,0,-0.5097267514930808
3,4,-0.1631814801497656,0.5362211428693345,0.287511426309612,1,-1.6605781579810448
3,5,0.6594332353557344,-0.7625793444567877,0.30756677540650634,2,0.3934417832734163
3,6,0.7682736021144645,0.27773179797431463,0.242387972789312,0,0.988469910212302
3,7,-0.002443775218592058,-0.23702353853001668,-0.27386516350091294,1,1.3727795209909028
3,8,-0.24037664100064637,1.4242284147225068,-0.9070801405349921,0,0.08115448131252834
3,9,-1.9170227238491757,-0.39380316350795547,-0.10009628411063887,0,0.5937213219092662
3,10,0.5191609390551344,0.08496611986230589,0.9236292131469003,3,-0.30771196351197294
4,1,-0.5708760938592168,-0.4155550763169741,-0.6229379359783291,0,0.09540827924933278
4,2,0.7349485677801346,1.4697684673254583,-0.7148875109597846,0,0.06231792045375312
4,3,1.7315532383009846,0.8831595614645004,0.28904759773772987,0,0.36832870976010856
4,4,-0.42201719059521975,-1.319838119758949,0.11679868106013896,0,-0.2862061303080059
4,5,-0.9659949629486272,1.3039838157413446,-2.2521504316888774,0,-1.6864965610424274
4,6,0.3718561569668446,-0.4935007647597243,-0.44480449323915827,0,-2.058466011035054
4,7,1.2527038302499185,0.02060648728311753,-0.38166363457857433,0,-2.3556505804904737
4,8,1.877769710323512,1.5543125555439063,-0.4460610101025707,0,2.3368547943160145
4,9,0.31071686466199017,-0.24776894597067683,0.42029875794763505,1,0.6190383138534903
4,10,-1.2161790129153138,-0.35054810452984714,-0.7012040923120215,0,-1.406054605958305
5,1,0.4026297080048799,0.4520773697493723,0.43286664735084923,1,-0.5294786393275344
5,2,-1.2056594191035763,0.14822497090616463,-0.5318808238850348,1,-0.6885214769947577
5,3,0.04526365929095538,-0.9640794980932724,0.8349235547920804,3,0.3025660508072936
5,4,0.834436830797629,0.012598252435766904,1.1564506256552207,1,-0.8625836134289672
5,5,-0.19551752108451756,-0.7672950410425284,-0.1425983432196033,1,0.9201891899604925
5,6,0.5374828364989069,0.7501012190958743,-0.02411519842490134,1,0.09494996993156045
5,7,-1.0953545223535455,0.22440186602602746,-1.0532627170005577,1,-0.1170431043635485
5,8,0.06208746136205159,0.6830096802908022,-0.36819512874094645,0,-0.12175130177056083
5,9,-0.08475751109410597,0.8193254489664434,0.5749304551563882,3,0.5527173166440529
5,10,-1.5732280412206454,-1.602708877948264,0.40418488070940556,2,0.6716922845140725
6,1,1.3156264673133917,-1.3159030220986063,1.1342333766946666,7,1.325502543519343
6,2,0.4081139670067355,-0.8234585170250278,0.2714331199731481,1,-0.2718187589773321
6,3,0.7319274788852811,-1.763120296505435,1.0129146829330595,1,-1.0180146309260025
6,4,0.27758357924856913,1.6307352109140139,-0.3785395916459951,0,0.7206558992215376
6,5,0.42660750918154056,-0.5771298788821831,-0.39901287290458787,1,-0.013056788932169713
