entity_id,time_id,x1,x2,trend,eta,y
1,1,0.6752991727442559,0.5250030447012171,1.0,0.9905980846778879,5
1,2,-1.4351781824959298,1.798015453145497,2.0,-0.13549657995147035,3
1,3,-0.2962554194939428,-2.105661158259775,3.0,1.591175508670906,3
1,4,-1.3251929469549775,0.5787542381932971,4.0,0.47427587875057053,2
1,5,-0.2114843937321146,-1.494149141757639,5.0,1.6416303140249964,1
2,1,-0.407008388036941,0.44305922772292283,1.0,-1.0860400345501402,0
2,2,0.5346697328680625,-0.7076455301892204,2.0,-0.26415735881449587,2
2,3,1.0402293861198186,1.4527237755196927,3.0,-0.6100442892264673,2
2,4,0.9375965870799595,0.43771880129244645,4.0,-0.24659591657423707,0
2,5,-1.6156265458293793,-1.951147616552673,5.0,-0.4512252443844369,0
3,1,1.3711422259506845,-0.4722861842053438,1.0,0.6419143545054418,0
3,2,-1.6076725560783842,-0.5888432238139051,2.0,-0.41464444642361753,4
3,3,2.9165815635105434,-0.8051420850693717,3.0,1.5599468597885937,6
3,4,-0.2550334978385841,0.11819631855067012,4.0,0.11429931416293004,1
3,5,0.468693132256095,0.6087253747813429,5.0,0.35663124933159995,3
4,1,0.27590170258081526,-1.336721696209564,1.0,1.16724604103374,5
4,2,-0.40870137669657647,1.695650107558153,2.0,0.08369326819246815,0
4,3,-1.5156995257085808,1.6116902273356273,3.0,-0.23391802734557587,2
4,4,-0.679402088744652,-0.15891807538382732,4.0,0.7317834382558319,0
4,5,-0.8082768381855591,-0.2754147726449426,5.0,0.8151825476578036,3
5,1,0.8457732048944538,-1.644116432131402,1.0,2.496276083060426,14
5,2,-0.7430186511504945,1.6897020951091641,2.0,0.9606137824702771,7
5,3,-0.3788535399719275,1.4693513256450608,3.0,1.272385057780935,7
5,4,-1.544652939243219,-0.7703369728182039,4.0,1.5779717876113977,2
5,5,-0.6306177638808506,-0.20021461858823913,5.0,1.8725491514873556,9
6,1,1.0302254045644936,-0.11131460094851477,1.0,-0.6955931302471134,0
6,2,-1.388335328872421,0.031996087698997006,2.0,-1.606010630216133,1
6,3,0.30854400164577234,-1.4005050033670605,3.0,-0.3975085706890382,1
6,4,0.5173444973586716,-2.5672762624208696,4.0,0.13604300531226388,0
6,5,-1.2530024166104996,-0.894575849132632,5.0,-0.9739058842618757,0
7,1,0.3161530344404195,-0.22310670520863085,1.0,1.311080756344,5
7,2,0.07740573087118609,0.4082733902356039,2.0,1.1261678062830363,3
7,3,0.6044758885023358,0.06141276429590682,3.0,1.5410540571174052,3
7,4,0.6039758418561767,-1.7133978900986102,4.0,2.1732972347772965,8
7,5,1.1878184994249286,-0.5625231745062567,5.0,2.1615718831270914,10
8,1,-0.640453251904073,1.2983395215909252,1.0,-0.42084066831215505,1
8,2,-1.6683250567514358,-0.9054052508423233,2.0,-0.07086595852112565,1
8,3,0.45970939819337253,1.3184790546286398,3.0,0.21318253181550884,0
8,4,-1.835083485168739,-0.12696569411854838,4.0,-0.1711011969051794,1
8,5,-0.3746389762938426,-0.864994001329159,5.0,0.7344850988079624,2
9,1,1.824688499786169,0.8629442691522224,1.0,1.5761061513336858,2
9,2,0.2520119854378132,-0.027966118232313972,2.0,1.3143086618097044,3
9,3,-0.8980866624827789,0.6641982199603114,3.0,0.7466199011836798,3
9,4,-1.2252522609491936,0.9612788937683543,4.0,0.6266294596547011,2
9,5,0.6100521147103144,-0.6362300847735793,5.0,1.940003903481084,8
10,1,0.020290720795584517,-0.7049472546065984,1.0,0.13197717996232605,1
10,2,0.5917929181027677,-0.8291937967956168,2.0,0.4978520215419048,1
10,3,0.07482873681876401,1.025342971854294,3.0,-0.16529468156666982,3
10,4,0.374078398932756,0.22139415090724357,4.0,0.29558982956304214,0
10,5,0.7314948443186806,-0.0016014163396170934,5.0,0.6054550778914704,1
11,1,1.7430657442440054,-0.8767786915429447,1.0,1.8967028402440769,6
11,2,0.7621997542821953,-2.495249282026969,2.0,2.08989762140456,8
11,3,-1.2510221806607398,-1.6841178913101693,3.0,1.1412694302123458,4
11,4,-0.567406380413489,-0.7518998881463915,4.0,1.2350503493621128,3
11,5,0.35174366500657994,-0.23222601437722443,5.0,1.5468082053993903,5
12,1,-0.1708913785133393,1.5042059507715608,1.0,0.1855179588826773,1
12,2,0.6286597959574309,-1.0324529316950988,2.0,1.3663360934109832,0
12,3,-0.3921950599979331,1.3958715803374329,3.0,0.32949679741907817,2
12,4,-1.583629998849793,-0.2047484365477427,4.0,0.4331088269438868,0
12,5,1.9256479461447216,1.1795462017560066,5.0,1.521531613450568,7
